seconds,points,two_p,two_pm,value
4741,31,9,8,19
9837,59,41,26,55
20289,102,49,26,132
9032,52,17,10,48
21863,157,99,58,210
89,0,0,0,-1
6940,50,19,9,39
13672,87,53,32,85
15801,96,43,26,120
879,2,4,1,-1
7181,27,14,7,35
2640,4,6,0,-4
12130,62,43,19,53
16549,125,46,25,136
20154,112,62,27,124
4674,24,20,8,14
17257,155,31,21,133
2009,20,18,10,9
12814,106,55,31,99
3369,39,18,12,33
6166,44,24,10,30
5989,35,23,13,46
2716,21,12,8,21
15640,52,12,5,68
5114,12,7,2,19
24208,204,138,66,195
8572,37,16,7,41
19190,122,56,30,122
10767,52,37,18,77
1502,0,4,0,-2
15956,130,87,51,151
19765,156,58,27,92
2793,0,0,0,-8
11850,51,20,7,50
1031,10,2,2,8
39,0,0,0,0
4968,13,5,3,1
2605,31,12,6,21
17881,82,16,10,88
3962,19,18,9,21
14193,79,57,34,149
17982,109,41,19,80
13514,105,85,49,83
19639,142,78,48,179
15319,93,21,9,55
7711,36,16,3,12
9409,59,27,9,28
19375,115,74,32,155
236,0,0,0,0
15040,109,62,25,104
3379,29,13,8,17
23196,176,90,46,194
20866,115,34,10,97
159,0,0,0,0
93,2,0,0,2
15652,110,74,44,136
8334,66,31,18,54
19461,97,28,18,110
6468,19,15,8,35
4884,21,22,8,3
16657,90,44,21,91
9807,51,42,19,45
4,0,0,0,0
1220,8,4,2,8
18598,124,73,28,112
15796,104,66,31,106
16795,94,35,16,105
15378,134,90,49,130
14560,105,13,8,57
17154,77,23,13,59
17951,133,92,54,215
11148,46,29,15,52
5269,26,27,12,22
10131,75,15,10,76
11469,46,20,11,62
10381,88,19,11,82
17374,154,50,25,139
16555,113,66,40,117
1365,3,8,1,7
8420,20,10,3,57
17673,82,62,26,108
14245,108,79,49,167
14289,122,61,33,125
7114,52,19,12,28
12751,100,26,15,101
10757,70,40,28,92
420,1,3,0,-2
541,0,0,0,0
646,0,0,0,1
14200,73,27,12,48
9878,92,33,20,83
8236,34,17,8,37
11481,83,32,21,91
14521,147,79,40,179
12436,90,52,22,117
12470,97,65,39,116
165,2,1,1,1
12971,94,30,12,69
17318,124,44,26,153
12214,83,52,28,118
7154,56,40,25,52
10681,68,21,11,77
275,0,0,0,2
21580,160,59,24,116
7060,18,13,5,10
22510,77,41,14,128
18112,122,78,43,133
4474,8,7,1,11
21632,141,107,55,123
5593,12,12,5,-13
8501,72,31,14,57
11709,60,27,14,54
8029,51,36,15,26
15581,92,32,18,120
719,0,1,0,0
5497,26,19,12,19
16452,99,65,31,106
13323,56,47,23,62
15902,130,66,30,150
13661,115,50,22,89
4470,21,7,2,27
7807,33,17,8,29
19162,145,18,9,113
11398,60,18,6,67
5730,27,24,9,26
16617,83,61,25,67
13981,74,30,16,85
14429,99,30,18,137
10569,52,21,8,53
15422,95,40,20,102
7710,48,32,20,51
15821,72,36,18,77
13293,49,22,13,83
12841,104,26,9,100
4354,25,18,5,14
10445,103,66,37,83
8899,48,27,14,40
14731,105,53,25,114
9669,80,51,22,62
5817,54,18,11,43
6626,51,18,8,30
15710,126,45,26,94
11949,46,36,14,25
18315,128,49,20,135
16150,76,63,24,59
16909,114,71,32,112
1403,2,1,1,-1
7812,45,28,19,66
16350,132,105,56,152
13003,84,47,26,75
20471,88,30,13,93
4689,17,13,4,19
6613,34,19,9,17
3,0,0,0,0
15039,83,30,12,83
19156,65,25,10,131
13954,120,90,51,98
11944,42,13,4,30
12729,43,26,13,74
17726,103,47,23,82
20061,146,75,40,147
10762,60,55,25,68
774,4,1,1,4
16884,122,43,21,83
16968,171,70,40,213
6140,41,25,13,24
558,2,2,1,-3
6894,25,20,10,10
11538,102,27,16,67
22369,110,68,32,160
19823,142,89,55,202
3155,14,8,3,18
16471,113,48,17,100
15438,84,39,24,108
9675,48,27,17,42
13473,84,54,35,119
13826,104,38,21,96
16855,105,46,21,47
7425,48,3,2,17
18555,153,50,22,114
22086,108,43,22,151
3386,19,11,4,29
14844,95,76,38,98
14196,132,56,28,133
17530,135,76,38,129
12920,37,24,10,46
2667,8,3,1,4
14350,120,76,47,144
20999,118,41,25,141
4114,19,7,3,9
11853,93,15,11,80
17719,144,81,41,166
11311,54,22,16,50
19199,112,53,36,147
12492,105,23,12,111
7980,43,21,4,26
280,0,0,0,-1
10220,89,51,32,119
8486,44,27,15,37
12195,64,15,9,87
8997,80,46,27,91
9959,48,29,14,31
15451,147,106,62,194
1055,2,2,1,-5
10945,70,33,20,96
7799,45,22,16,50
47,0,0,0,0
47,0,0,0,-2
1818,8,6,1,6
14310,105,35,18,115
21058,142,73,45,151
12697,94,57,28,65
17551,116,81,33,125
20253,111,64,35,133
11978,68,59,30,74
5586,20,12,3,14
17291,97,64,39,168
20215,142,61,32,106
6641,32,19,11,45
6570,44,33,15,34
615,4,2,2,0
1235,11,8,5,11
1947,10,7,2,8
2142,12,11,5,13
14636,90,29,17,87
18284,84,17,7,30
16579,102,38,16,102
11339,80,46,13,72
1077,0,0,0,-6
669,3,1,0,0
11122,44,25,12,55
17536,132,88,51,128
12412,63,44,22,51
18220,142,57,28,172
10029,40,34,15,51
14524,121,60,29,92
6716,25,16,9,23
16930,90,35,12,118
19284,153,76,40,144
14268,48,26,9,79
20738,162,103,53,187
5595,35,22,10,16
4741,31,9,8,19
10691,71,48,32,71
22221,116,56,30,145
9384,55,18,10,49
23831,173,113,65,236
89,0,0,0,-1
8228,54,23,10,37
14612,89,57,33,92
17121,105,47,29,139
879,2,4,1,-1
7181,27,14,7,35
97,0,1,0,-3
3047,8,8,2,1
13418,67,47,21,59
17811,141,49,28,160
20154,112,62,27,124
4674,24,20,8,14
18395,169,33,22,147
2009,20,18,10,9
13926,122,57,32,122
3369,39,18,12,33
6905,49,28,10,30
7042,44,29,16,63
4021,31,16,10,33
1339,10,4,2,9
17081,52,12,5,73
5114,12,7,2,19
26264,226,145,71,216
8851,37,16,7,40
20440,127,58,31,124
11721,62,45,23,91
1502,0,4,0,-2
17402,144,95,56,166
21374,166,62,30,98
2793,0,0,0,-8
12543,55,21,8,55
1031,10,2,2,8
39,0,0,0,0
5927,13,5,3,3
3918,43,18,9,28
19536,85,18,10,93
3962,19,18,9,21
15027,89,65,39,158
19866,115,45,19,82
14791,117,96,55,90
21683,156,86,51,199
15909,96,21,9,57
7711,36,16,3,12
9409,59,27,9,28
21189,123,81,36,172
236,0,0,0,0
809,8,6,3,8
15723,114,65,26,109
3899,29,13,8,16
25227,197,94,49,216
22651,124,39,10,100
159,0,0,0,0
93,2,0,0,2
16612,112,77,45,136
8334,66,31,18,54
20953,104,30,20,114
6916,19,15,8,34
4929,21,22,8,3
18507,97,48,23,100
11047,58,46,22,57
4,0,0,0,0
946,4,5,1,-1
1220,8,4,2,8
20061,136,76,30,121
17009,112,69,34,116
17982,98,35,16,110
16491,141,93,52,133
15958,120,13,8,68
18417,77,24,13,59
19465,141,98,58,225
11721,50,30,16,52
6028,28,30,13,28
11648,83,17,10,75
12102,46,22,11,60
10381,88,19,11,82
19049,163,55,28,147
18307,129,75,46,135
1365,3,8,1,7
9431,23,12,3,57
19440,91,67,27,124
15164,108,84,49,167
15629,132,65,35,137
7956,58,23,15,33
13557,104,28,16,104
11890,79,45,31,107
420,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
15391,80,30,14,54
11185,98,39,22,93
8751,34,19,8,34
12781,97,41,26,100
15451,151,83,42,181
12690,90,53,22,116
13011,99,69,40,117
165,2,1,1,1
13948,104,34,14,79
18949,136,49,28,162
13700,86,55,29,126
7522,58,42,26,52
12181,76,23,11,90
275,0,0,0,2
23731,171,65,26,124
7060,18,13,5,10
24218,80,41,14,137
19768,136,88,49,150
4658,10,8,2,11
23363,160,114,61,145
6203,15,13,6,-9
9477,81,35,17,62
11709,60,27,14,54
8970,54,36,15,32
17624,97,35,20,118
719,0,1,0,0
6141,28,20,13,20
17804,107,69,34,120
14596,60,50,25,64
17218,135,68,30,159
14892,128,54,23,97
4475,21,7,2,27
8663,37,19,8,29
20641,151,20,10,118
12453,62,21,7,66
5730,27,24,9,26
18061,89,67,28,68
15326,82,32,17,96
16072,112,36,22,155
12202,68,28,12,75
16940,95,42,20,100
7710,48,32,20,51
17427,85,42,22,87
13522,49,22,13,81
13073,104,26,9,99
4354,25,18,5,14
11558,107,72,39,85
9942,56,31,17,54
15754,105,55,25,112
10566,82,52,22,54
6880,65,21,13,57
6626,51,18,8,30
16858,129,46,26,93
12283,48,37,15,28
20029,149,56,23,159
16923,79,66,25,64
18350,118,73,32,117
1403,2,1,1,-1
8530,47,29,20,69
18007,146,113,60,167
13962,91,48,26,83
22100,90,30,13,98
4689,17,13,4,19
8240,48,21,11,32
3,0,0,0,0
15988,88,32,13,87
20607,73,28,11,149
15015,130,98,56,106
12945,46,15,6,38
13761,49,29,14,80
19184,122,58,30,102
21703,157,79,43,168
11925,69,61,29,79
774,4,1,1,4
18283,139,50,23,93
17812,187,74,44,232
7923,51,30,15,31
594,3,2,1,-2
6943,25,20,10,10
11538,102,27,16,67
23717,124,76,36,180
21330,151,93,57,212
3378,14,9,3,16
18114,123,53,19,104
16789,90,46,27,110
11084,53,29,18,48
14595,95,58,39,136
15006,118,43,25,113
18554,114,49,24,55
7858,54,3,2,24
20164,175,56,26,134
23708,114,49,25,155
3863,23,13,6,32
16028,100,81,40,98
14196,132,56,28,133
19157,138,82,39,128
14058,44,25,11,57
3814,12,5,3,6
15566,126,79,48,155
20999,118,41,25,141
5798,28,10,4,21
12149,93,16,11,79
19261,161,92,48,182
12833,62,24,17,55
20481,112,54,36,149
12492,105,23,12,111
7980,43,21,4,26
280,0,0,0,-1
11652,103,59,38,136
8486,44,27,15,37
12195,64,15,9,87
9855,84,48,28,96
9959,48,29,14,31
16419,148,110,62,198
1064,2,2,1,-5
12781,81,38,23,110
9445,57,28,20,57
47,0,0,0,0
47,0,0,0,-2
2723,8,9,1,1
15863,116,38,19,121
22485,149,75,47,155
13620,99,58,29,71
18958,123,85,35,136
22112,128,73,40,162
13192,79,66,34,86
5968,20,12,3,15
18777,106,69,43,183
22171,158,63,33,116
7093,36,23,13,48
6570,44,33,15,34
615,4,2,2,0
2076,13,10,5,11
1947,10,7,2,8
2142,12,11,5,13
15761,93,30,17,87
19716,90,17,7,32
18166,120,41,16,122
11762,80,47,13,69
1077,0,0,0,-6
669,3,1,0,0
11122,44,25,12,55
18919,147,94,53,145
13153,67,49,24,54
18837,142,59,28,166
11663,48,38,18,69
16319,136,66,32,105
7321,29,18,10,27
18164,100,41,16,125
20413,166,81,44,155
15397,55,27,10,92
22702,166,111,54,185
5595,35,22,10,16
4741,31,9,8,19
11844,76,54,33,76
23524,123,59,33,158
10484,63,20,12,57
25511,185,117,69,251
89,0,0,0,-1
9536,56,26,11,39
15280,89,57,33,89
18628,115,54,33,154
879,2,4,1,-1
7181,27,14,7,35
97,0,1,0,-3
3330,8,9,2,-2
14471,73,49,23,68
19445,162,54,31,182
20154,112,62,27,124
4674,24,20,8,14
19469,174,36,24,144
2009,20,18,10,9
15469,134,62,35,133
3369,39,18,12,33
7277,54,29,11,33
8295,58,36,22,86
5879,49,21,12,49
2094,13,5,3,9
17755,52,14,5,70
5114,12,7,2,19
28662,244,157,76,235
9791,37,16,7,42
21900,133,63,34,134
12539,64,46,24,95
1502,0,4,0,-2
18825,153,104,59,178
22493,175,67,31,101
2793,0,0,0,-8
12702,55,21,8,55
1031,10,2,2,8
39,0,0,0,0
7314,13,6,3,5
5540,64,27,12,45
20903,90,19,11,102
4821,21,22,10,20
15856,93,67,41,163
21441,124,50,22,92
15850,119,103,56,82
23132,162,90,54,209
17095,103,24,11,64
7711,36,16,3,12
9409,59,27,9,28
22986,138,94,42,190
236,0,0,0,0
1563,10,10,4,2
16550,123,70,29,117
4532,33,15,10,20
26994,199,97,50,224
24378,135,44,12,109
159,0,0,0,0
93,2,0,0,2
17443,116,85,46,139
8334,66,31,18,54
22966,112,32,22,127
6916,19,15,8,34
4929,21,22,8,3
20040,99,50,24,107
12615,66,51,26,62
4,0,0,0,0
2047,14,11,3,10
1220,8,4,2,8
20855,140,80,31,115
18335,120,74,36,123
19674,110,39,17,124
18345,158,104,59,151
17342,130,14,9,71
19687,85,25,14,64
20442,145,101,59,234
13224,61,36,18,62
6809,31,32,14,28
13567,91,19,10,83
12960,48,22,11,60
10926,88,20,11,81
20944,178,59,30,162
20216,139,80,48,140
1365,3,8,1,7
11215,29,19,5,63
21286,112,72,31,159
16822,131,98,58,197
16690,140,67,37,144
8212,58,24,15,30
14289,108,30,18,105
12846,89,51,35,119
420,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
15832,80,32,14,53
12387,107,41,24,97
9496,36,22,9,38
14012,102,42,27,107
17077,161,92,44,197
13763,101,56,23,124
14029,101,73,41,118
165,2,1,1,1
14629,112,36,15,86
20781,148,52,30,175
14917,92,57,31,134
7855,61,45,27,51
14282,100,28,15,117
275,0,0,0,2
24687,186,70,28,135
7060,18,13,5,10
26238,86,45,14,145
21375,149,94,54,169
5112,19,10,3,18
24967,167,119,62,153
6545,15,13,6,-8
10826,89,39,18,69
11709,60,27,14,54
10267,63,44,18,39
19466,106,40,23,131
719,0,1,0,0
529,0,0,0,-2
7198,32,22,15,30
18930,113,73,36,127
15939,68,55,28,77
18638,158,74,33,186
16439,143,59,24,106
5499,24,9,2,31
9703,46,19,8,38
21728,156,21,11,128
13516,64,22,7,70
5782,27,24,9,26
18989,91,69,29,62
15639,84,33,17,98
17517,128,39,24,174
13584,71,28,12,77
18405,103,49,23,108
7710,48,32,20,51
18362,87,44,23,89
14720,55,24,15,86
13626,109,28,10,102
4354,25,18,5,14
12550,116,81,43,89
10832,61,35,19,64
17264,119,59,28,130
11974,97,60,27,69
7102,65,22,13,54
6626,51,18,8,30
18835,137,49,27,102
12283,48,37,15,28
20798,151,57,24,158
17723,81,70,26,63
19616,131,80,37,128
1403,2,1,1,-1
9296,51,31,22,73
19469,160,122,66,183
15267,100,54,29,84
24155,102,34,16,109
4689,17,13,4,19
9840,54,25,14,45
3,0,0,0,0
17287,95,34,15,90
21994,84,30,12,167
16264,132,101,57,106
13745,51,16,7,42
14627,51,29,14,86
20731,124,61,31,102
22840,166,86,47,179
12866,79,65,33,93
774,4,1,1,4
19597,149,55,26,101
19272,202,84,48,245
9228,58,34,17,37
594,3,2,1,-2
7160,27,22,11,11
11538,102,27,16,67
25286,145,88,41,206
22558,161,100,61,227
3378,14,9,3,16
19881,129,59,22,101
18142,93,47,27,121
12833,63,36,23,54
15767,99,62,41,144
15999,124,47,27,117
19638,121,54,26,60
8726,58,3,2,26
21750,183,60,27,141
25415,122,50,26,171
4057,23,14,6,32
17215,110,94,45,112
15010,137,60,29,133
20903,159,93,46,150
14757,46,26,12,60
4763,19,8,5,15
16579,136,86,53,168
20999,118,41,25,141
7249,38,12,6,31
12803,97,19,13,84
21242,175,98,52,191
13840,62,25,17,53
21932,122,61,39,155
12492,105,23,12,111
7980,43,21,4,26
280,0,0,0,-1
11652,103,59,38,136
8486,44,27,15,37
12195,64,15,9,87
10619,86,50,29,98
10468,54,31,16,38
17965,156,114,64,220
1430,2,3,1,-6
14069,88,42,25,113
11553,72,35,25,72
47,0,0,0,0
47,0,0,0,-2
3703,13,11,3,2
17264,124,41,20,125
23509,158,81,51,163
14649,102,60,29,69
20698,141,93,39,160
23781,132,78,41,162
14487,85,70,37,99
6372,20,12,3,16
19946,118,74,46,202
23773,167,65,33,122
7760,38,25,14,50
6570,44,33,15,34
615,4,2,2,0
2076,13,10,5,11
1947,10,7,2,8
2142,12,11,5,13
16983,100,33,19,99
21249,96,17,7,27
19733,128,44,17,133
11829,80,47,13,66
1077,0,0,0,-6
669,3,1,0,0
11122,44,25,12,55
20556,156,101,57,153
13438,67,50,24,53
20294,150,65,31,175
13416,58,45,22,82
17716,143,70,34,107
8320,31,22,11,34
18164,100,41,16,125
21909,178,93,49,161
16579,58,31,10,92
23775,173,115,56,195
7098,48,33,16,31
5542,34,9,8,21
12840,78,55,34,80
24607,125,63,34,158
11627,71,21,12,63
26729,197,125,74,263
89,0,0,0,-1
11041,74,33,15,65
15949,96,62,36,101
19779,122,58,36,167
879,2,4,1,-1
7181,27,14,7,35
135,0,1,0,-3
4296,8,11,2,-2
15586,88,56,28,90
20573,173,59,35,194
20154,112,62,27,124
4674,24,20,8,14
20876,187,38,26,164
2009,20,18,10,9
16754,146,68,40,146
3369,39,18,12,33
7277,54,29,11,33
9060,62,38,24,92
6952,53,26,14,54
3421,29,14,8,20
1076,5,1,1,10
18590,52,14,5,67
5506,14,8,3,24
30760,255,166,79,247
10746,37,18,7,36
23205,149,69,38,152
13716,66,49,25,102
1502,0,4,0,-2
20042,169,114,66,200
24231,190,75,36,110
2793,0,0,0,-8
12809,55,21,8,56
1031,10,2,2,8
39,0,0,0,0
8487,13,6,3,5
6543,67,30,13,42
22765,103,22,12,112
4821,21,22,10,20
16690,99,71,43,172
23139,132,54,24,107
16940,127,113,59,85
24727,166,95,56,207
17732,106,24,11,66
7711,36,16,3,12
9409,59,27,9,28
24610,151,99,43,203
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
2738,18,18,7,3
18117,130,74,31,127
5271,36,17,10,24
28553,209,104,53,227
25756,146,46,13,114
455,5,1,1,6
93,2,0,0,2
18236,120,88,48,144
8334,66,31,18,54
24377,112,33,22,120
7672,23,16,9,37
5205,21,23,8,1
21557,108,56,26,116
13687,72,57,29,67
4,0,0,0,0
2683,14,13,3,12
1220,8,4,2,8
22845,153,90,34,132
19904,127,81,39,135
20907,126,48,24,145
19270,166,109,63,156
18356,130,15,9,64
21449,93,26,15,72
21972,153,104,61,249
13862,62,36,18,62
7164,35,34,16,30
14551,96,21,11,89
13587,48,23,11,58
12122,94,21,11,86
22148,190,63,33,169
21517,148,86,51,153
1442,3,8,1,5
12696,42,27,9,79
23059,124,80,34,179
18147,141,105,62,211
17271,144,71,38,146
8550,58,24,15,32
15479,116,34,19,109
13753,95,59,38,129
420,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
17128,89,38,17,57
13671,115,44,24,106
9930,36,22,9,37
14254,102,43,27,106
18411,171,97,47,211
15263,105,63,24,123
14029,101,73,41,118
165,2,1,1,1
15645,115,39,15,83
22206,161,54,32,194
16216,97,59,33,142
8735,69,48,30,62
15572,119,32,16,136
275,0,0,0,2
26568,200,77,31,145
7060,18,13,5,10
27972,90,48,16,148
22684,154,96,56,173
5112,19,10,3,18
26987,175,125,65,163
6925,17,15,7,-9
11987,97,44,20,74
11709,60,27,14,54
11307,70,47,20,40
21645,125,43,24,162
719,0,1,0,0
825,0,0,0,-1
7198,32,22,15,30
19800,113,75,36,125
17800,82,61,32,104
20024,166,82,37,195
17792,146,63,24,104
5499,24,9,2,31
10459,47,19,8,38
23549,174,21,11,138
14143,66,25,7,75
6321,27,26,9,27
20003,99,74,33,69
17412,99,38,20,117
19012,144,41,25,194
14432,79,31,14,79
19692,105,53,24,108
7710,48,32,20,51
19475,94,48,25,98
16160,66,29,18,100
13858,109,29,10,102
4354,25,18,5,14
13693,130,89,50,106
11579,70,36,20,74
18917,134,69,34,147
13226,108,67,30,84
7892,70,24,14,56
6626,51,18,8,30
20116,137,51,27,106
12283,48,37,15,28
22310,162,63,26,174
18692,83,72,27,63
20970,147,87,41,142
1403,2,1,1,-1
10217,51,33,22,75
20736,168,129,70,191
16525,104,59,31,87
25818,113,38,17,117
4689,17,13,4,19
11615,63,32,17,47
3,0,0,0,0
18786,99,37,16,94
22895,84,30,12,164
17296,132,105,57,104
14525,53,18,8,45
15504,55,30,15,89
22254,133,70,34,113
24114,183,92,51,191
13679,81,70,34,93
774,4,1,1,4
21217,161,60,29,111
20953,230,90,52,283
10870,75,41,24,59
594,3,2,1,-2
8478,41,26,12,22
11538,102,27,16,67
26707,157,91,42,218
23687,168,103,63,241
3378,14,9,3,16
22013,150,63,24,121
19314,99,51,30,129
13888,65,42,23,51
17033,105,65,43,157
17232,134,50,29,125
20423,125,57,28,58
9215,58,3,2,22
22574,196,60,27,152
27416,128,51,26,170
4313,23,15,6,30
18170,119,102,49,115
16670,153,68,31,148
22730,178,101,53,175
15218,49,26,12,63
5456,19,9,5,16
17769,144,90,56,177
21599,121,42,25,142
8262,38,12,6,33
13323,97,20,13,83
23027,191,102,55,203
14361,68,26,17,55
23576,141,67,43,182
13696,119,25,13,127
7980,43,21,4,26
280,0,0,0,-1
12188,105,61,39,138
8486,44,27,15,37
12195,64,15,9,87
11222,93,54,31,103
10866,54,31,16,40
20039,161,121,66,226
1430,2,3,1,-6
15125,95,45,28,126
13520,91,41,28,86
47,0,0,0,0
47,0,0,0,-2
5415,32,15,6,20
18129,132,43,22,134
24959,172,85,53,181
14934,102,61,29,67
22233,153,98,42,173
24971,141,81,43,170
15368,94,77,40,106
7407,27,12,3,20
21554,128,80,51,219
25803,198,69,36,153
8881,40,26,15,50
6570,44,33,15,34
615,4,2,2,0
2076,13,10,5,11
1947,10,7,2,8
2142,12,11,5,13
17864,107,34,20,109
22569,102,17,7,31
21189,141,48,19,144
12344,80,49,13,65
1077,0,0,0,-6
669,3,1,0,0
11122,44,25,12,55
22065,164,111,61,150
14016,69,50,24,52
21675,156,70,32,181
14615,62,46,23,91
19237,153,75,38,116
9199,38,24,11,41
18605,102,43,17,126
23302,183,95,49,163
17956,63,33,11,101
25172,185,124,60,204
7832,51,36,17,31
5542,34,9,8,21
13944,82,57,35,85
25773,133,68,38,166
12972,81,22,13,72
28294,205,128,76,270
89,0,0,0,-1
12519,83,36,16,79
16877,106,68,41,115
21353,134,64,40,186
879,2,4,1,-1
7181,27,14,7,35
135,0,1,0,-3
4296,8,11,2,-2
16649,99,57,29,107
21963,185,62,35,202
20154,112,62,27,124
4674,24,20,8,14
21934,197,42,28,171
2009,20,18,10,9
18056,154,74,43,153
3369,39,18,12,33
7277,54,29,11,33
10522,70,45,27,99
7694,54,28,14,48
5108,29,17,8,25
1870,7,3,2,10
20299,69,16,7,89
5506,14,8,3,24
32685,270,177,84,264
11960,46,19,7,50
24462,149,69,38,156
14626,72,53,26,105
1631,2,5,1,-1
21532,188,125,73,232
25136,197,78,38,109
2793,0,0,0,-8
14105,60,24,9,58
1031,10,2,2,8
39,0,0,0,0
9178,16,6,3,5
7017,67,35,13,33
24134,112,25,13,119
6334,23,23,11,23
17304,101,73,44,176
25360,146,56,26,127
17862,137,121,63,91
25823,168,100,57,200
18540,112,24,11,69
7711,36,16,3,12
9409,59,27,9,28
26238,165,106,46,217
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
3686,25,24,9,7
19366,141,80,34,138
6267,39,17,10,33
29696,214,109,55,231
27136,151,46,13,121
455,5,1,1,6
93,2,0,0,2
19009,128,94,51,153
8334,66,31,18,54
26257,118,35,23,136
7672,23,16,9,37
5366,21,24,8,0
22815,113,56,26,117
15336,85,65,34,81
4,0,0,0,0
4194,36,18,5,41
1220,8,4,2,8
23930,165,95,36,150
20984,138,90,44,146
22269,138,53,27,159
20677,170,115,65,157
19668,138,15,9,67
22487,95,27,16,73
23784,161,114,64,260
15062,65,39,19,67
7523,41,37,19,38
15896,100,24,13,91
14855,65,30,16,75
13138,99,23,12,89
23807,215,69,36,193
22638,150,88,52,153
1442,3,8,1,5
14522,52,32,11,98
23059,124,80,34,179
19186,145,107,63,218
18191,151,74,41,150
10007,67,29,16,42
17012,133,40,23,125
15414,109,66,44,151
420,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
17941,91,40,18,54
14772,128,49,25,119
10836,38,25,10,40
14254,102,43,27,106
19696,183,101,50,229
16621,110,68,25,129
15236,106,79,43,128
165,2,1,1,1
16524,121,40,15,85
23591,178,61,37,216
16694,97,60,33,136
9464,75,50,32,71
17431,126,35,17,143
275,0,0,0,2
28549,216,81,33,157
7060,18,13,5,10
29640,99,52,19,164
23953,161,100,58,189
5149,19,10,3,19
28903,186,135,70,180
7375,17,17,7,-12
13115,111,49,22,85
11709,60,27,14,54
12039,76,48,20,46
23638,135,49,27,181
719,0,1,0,0
1651,3,0,0,0
8248,39,25,18,38
21493,121,79,38,140
19139,86,65,34,112
21527,178,89,41,209
18967,161,67,27,118
6053,24,10,2,29
11157,50,20,9,43
24783,190,23,13,152
14647,66,25,7,79
6995,33,29,12,35
20226,101,75,34,69
18765,104,44,22,120
20835,153,48,29,206
16403,98,35,17,101
21401,117,55,24,115
7946,48,32,20,50
20964,107,50,27,115
16672,72,30,19,107
13858,109,29,10,102
4354,25,18,5,14
14897,134,93,52,106
12171,72,36,20,75
20055,138,71,36,153
14057,112,70,32,84
8387,77,25,15,66
6626,51,18,8,30
21767,152,57,30,124
13246,48,40,15,21
23405,165,65,26,174
19700,86,75,27,60
22129,165,99,49,164
1403,2,1,1,-1
11181,53,38,23,82
22084,177,135,74,205
17522,108,62,33,89
27116,116,41,18,123
4689,17,13,4,19
13132,70,34,18,57
3,0,0,0,0
19613,102,41,17,91
24468,89,32,13,178
18092,144,114,61,115
15535,61,20,9,52
16266,59,33,17,94
23892,144,77,36,127
25760,200,101,58,216
15215,91,76,39,113
774,4,1,1,4
22607,164,60,29,108
21775,233,90,52,285
12077,87,50,28,70
594,3,2,1,-2
9120,41,27,12,21
11538,102,27,16,67
28139,163,97,44,226
25883,180,109,68,268
3378,14,9,3,16
24053,173,67,27,142
19314,99,51,30,129
15457,71,45,25,51
17987,109,69,44,158
18483,144,51,30,137
21182,132,60,30,61
10372,64,5,2,20
23812,212,63,29,167
29246,132,53,27,186
4313,23,15,6,30
19461,131,113,55,126
17841,162,71,32,159
24229,180,106,54,173
16567,62,30,14,74
5456,19,9,5,16
18790,156,99,61,184
22792,124,43,25,145
8774,38,12,6,31
14219,101,23,15,89
24558,199,107,58,208
15241,71,26,17,60
25078,144,72,43,191
15224,138,28,15,142
7980,43,21,4,26
280,0,0,0,-1
13430,112,64,42,150
8486,44,27,15,37
12195,64,15,9,87
11934,97,59,33,107
11144,54,34,16,36
21071,172,130,71,235
1430,2,3,1,-6
16028,97,46,28,140
15398,105,45,32,100
47,0,0,0,0
47,0,0,0,-2
5929,32,15,6,18
19304,146,44,22,153
26496,183,89,55,192
14934,102,61,29,67
23626,163,101,43,181
26261,146,85,44,178
16769,97,79,41,121
8725,37,19,8,26
22553,134,84,54,229
27580,207,72,38,162
9991,51,34,19,66
6570,44,33,15,34
615,4,2,2,0
2076,13,10,5,11
1947,10,7,2,8
3218,21,16,8,21
18926,115,38,22,113
23696,108,18,7,32
22800,151,53,21,152
13204,87,52,15,73
1077,0,0,0,-6
669,3,1,0,0
11122,44,25,12,55
23267,166,114,62,149
14096,71,51,24,54
22868,164,76,34,189
15859,70,50,25,107
20427,153,80,38,109
10409,40,28,12,42
19620,111,43,17,141
24626,196,99,52,176
19326,63,35,11,107
26226,195,130,65,210
8374,53,37,18,31
5557,34,9,8,21
15277,97,65,41,95
27376,141,72,40,177
13500,84,23,14,73
30152,211,132,77,285
89,0,0,0,-1
13877,95,40,17,87
18390,120,73,45,144
22301,136,65,41,187
879,2,4,1,-1
7181,27,14,7,35
135,0,1,0,-3
4392,8,11,2,-1
17683,100,61,29,103
23292,196,66,39,216
20154,112,62,27,124
4674,24,20,8,14
23005,204,45,30,177
2009,20,18,10,9
19433,166,79,47,163
3369,39,18,12,33
7277,54,29,11,33
11302,76,48,29,109
9459,72,36,17,65
6094,36,21,11,28
2971,14,5,3,14
21853,72,17,7,94
5979,17,9,3,28
34389,283,186,88,278
13174,52,26,10,57
25648,157,72,40,163
15616,79,56,29,114
1989,4,7,2,-2
22942,208,134,81,255
25136,197,78,38,109
2793,0,0,0,-8
15799,67,27,10,68
1031,10,2,2,8
39,0,0,0,0
9549,16,8,3,1
