seconds,points,two_p,two_pm,value
30334,180,82,45,173
18797,96,68,35,137
4035,13,13,5,1
30928,254,170,99,311
25136,197,78,38,109
2793,0,0,0,-8
20395,81,33,13,77
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
16114,175,67,29,101
2302,1,1,0,0
958,0,2,0,-3
31258,142,33,16,147
14948,49,53,21,38
20424,116,86,50,198
33691,185,72,31,157
24083,180,156,82,138
35830,235,138,79,278
25648,170,33,16,114
7711,36,16,3,12
10579,65,29,10,34
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
8890,57,46,19,34
5925,45,21,14,41
4440,48,17,8,43
26393,189,106,48,178
12344,74,28,15,64
39035,280,144,75,311
34888,187,56,15,153
455,5,1,1,6
93,2,0,0,2
25318,179,123,71,212
8334,66,31,18,54
35227,183,49,34,215
10585,34,21,11,54
5527,21,25,8,-1
30574,146,73,35,150
22145,136,96,55,145
4,0,0,0,0
13239,113,60,26,119
1767,8,4,2,7
29002,204,113,47,191
29143,192,118,58,215
30141,176,63,33,211
27875,236,151,85,200
27641,211,22,11,116
29582,121,33,20,88
33270,231,154,88,359
20991,89,57,25,82
9865,59,49,27,58
23694,154,41,21,143
2529,1,10,0,-15
19288,79,40,21,91
18402,127,34,16,112
31311,293,95,47,265
28551,180,107,58,177
1443,3,8,1,5
21968,73,45,15,150
32300,189,104,47,275
26907,188,136,81,266
25755,221,102,60,217
14247,101,45,25,76
21953,156,48,27,155
20914,160,100,68,204
439,1,3,0,-3
541,0,0,0,0
768,0,0,0,1
23501,121,52,27,80
21485,179,64,33,170
15134,61,40,17,60
18295,128,51,29,128
25844,258,142,75,323
25036,177,100,41,200
21870,137,99,55,181
353,2,2,1,-1
23373,175,68,32,121
30741,245,78,51,297
20775,126,75,43,170
12534,101,64,43,88
25400,181,52,24,216
1159,2,2,1,4
37057,290,104,43,200
7060,18,13,5,10
40011,141,72,32,253
32076,212,135,76,244
7444,25,20,6,14
38248,243,173,91,236
9521,27,23,10,0
20202,154,68,30,112
16353,86,49,24,67
17014,95,67,29,59
34433,220,81,44,275
758,0,1,0,0
5323,15,7,0,4
11975,65,42,28,66
30083,157,105,51,193
27669,124,88,46,164
30916,231,117,56,272
26495,233,99,43,159
7828,32,12,3,37
15137,64,32,10,53
33521,258,41,20,193
19676,78,32,9,92
9883,48,40,15,47
24456,129,92,42,91
26361,132,61,31,157
28944,222,70,41,298
18015,111,41,21,114
30874,165,82,39,171
7946,48,32,20,50
26053,145,63,36,159
23755,99,46,28,120
20730,141,41,15,139
4354,25,18,5,14
21561,201,127,73,180
17630,102,45,25,114
26976,179,84,46,198
21738,176,111,52,151
15230,131,46,23,114
194,0,0,0,1
6626,51,18,8,30
29829,196,71,35,168
13246,48,40,15,21
27099,176,73,28,183
29640,160,105,43,157
29866,226,137,70,222
1412,2,1,1,-1
16845,83,59,35,128
29986,256,180,102,302
25604,173,98,53,148
37665,152,60,25,153
4689,17,13,4,19
19911,106,49,24,96
6582,47,21,8,32
445,6,0,0,1
27504,158,55,25,167
31717,113,36,16,212
23900,197,151,81,173
23506,104,34,17,130
20532,69,38,21,96
33472,204,103,48,189
35010,270,142,80,279
21507,137,108,60,175
1155,4,2,1,5
30317,207,81,35,122
29858,328,133,71,379
77,0,0,0,1
21224,152,82,46,123
1115,3,2,1,-5
10810,47,35,15,16
21588,167,45,26,104
38222,226,129,57,314
36041,263,158,102,403
6371,37,18,8,40
35374,280,96,44,227
24315,130,66,39,177
19720,90,54,31,81
24646,165,98,66,240
23862,166,63,35,138
24825,146,66,32,64
13604,86,8,4,25
31669,267,79,38,207
39454,175,68,34,241
8631,50,30,13,66
26248,173,141,71,167
24600,212,92,42,192
31707,237,148,69,217
22895,85,39,17,86
6651,29,13,7,24
25213,198,125,75,237
30028,161,58,29,185
12124,60,15,8,47
18280,130,31,21,113
33248,270,147,80,299
21288,123,36,20,107
31817,176,89,53,235
20918,184,44,23,190
9164,48,22,5,27
280,0,0,0,-1
18786,147,84,54,203
8486,44,27,15,37
15766,80,24,13,97
14694,121,74,42,133
16214,94,44,22,70
27780,232,176,96,311
2069,2,4,1,-8
23626,160,76,46,223
21207,142,68,44,133
47,0,0,0,0
47,0,0,0,-2
12063,73,38,15,53
25975,193,62,29,198
31710,209,107,64,209
16519,112,66,30,74
32804,227,132,59,262
33960,193,112,58,233
22471,136,110,56,149
12450,56,32,15,41
31071,174,116,69,318
37630,278,99,53,216
17484,106,64,37,129
6570,44,33,15,34
1153,4,4,2,-5
4447,25,24,9,9
310,0,1,0,-2
26,0,0,0,0
2920,22,4,2,10
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
32832,166,23,9,70
28780,177,62,23,169
14776,90,55,15,80
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
31637,201,154,76,178
14096,71,51,24,54
32461,237,99,49,270
23757,104,70,38,151
28474,190,99,44,130
19032,90,58,29,103
869,10,2,2,13
571,4,1,0,4
26060,159,49,22,198
34704,275,132,70,246
26990,95,45,17,154
29940,224,150,76,236
10825,68,46,23,47
7088,37,10,8,21
23446,162,104,62,168
36338,184,90,49,260
19762,126,34,20,98
39515,293,170,98,383
745,2,1,1,-2
20429,142,57,22,134
158,0,1,0,1
27610,167,107,63,216
30989,202,89,56,262
879,2,4,1,-1
7181,27,14,7,35
245,0,1,0,-5
4868,12,13,3,5
24619,147,91,46,145
31002,262,79,46,290
20154,112,62,27,124
4674,24,20,8,14
29910,261,57,32,211
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
15727,105,70,38,146
17140,145,69,33,139
13541,93,47,22,81
8959,40,20,7,27
28568,92,30,11,126
11455,29,19,8,41
46836,417,241,124,430
18913,81,38,14,70
31319,182,85,46,171
19395,97,70,35,140
4594,20,14,6,3
32728,278,182,109,346
25136,197,78,38,109
2793,0,0,0,-8
20395,81,33,13,77
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
17270,187,72,30,107
3757,7,5,2,5
2012,6,4,0,0
32531,147,34,17,163
16086,49,55,21,45
20559,116,87,50,196
35059,193,77,33,166
25622,191,166,87,154
37112,239,141,81,283
27166,175,37,17,118
7711,36,16,3,12
10579,65,29,10,34
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
9405,64,49,22,39
7697,61,27,18,50
5900,66,27,13,51
28251,199,113,50,183
12888,76,29,16,61
40944,293,157,80,331
36543,200,59,16,162
455,5,1,1,6
93,2,0,0,2
26525,181,126,72,218
8334,66,31,18,54
37424,196,51,36,234
10585,34,21,11,54
5527,21,25,8,-1
30574,146,73,35,150
23285,143,99,56,152
4,0,0,0,0
14729,127,69,31,125
1943,8,5,2,5
29504,206,113,47,193
30597,205,127,63,227
30943,183,65,35,216
29695,245,157,88,211
28343,214,22,11,116
31605,140,35,22,109
34586,243,160,93,381
21356,92,59,26,81
10016,61,50,28,60
25396,169,45,23,157
3516,7,15,3,-7
20114,87,42,22,98
18402,127,34,16,112
33047,312,99,48,282
29086,182,109,59,178
1443,3,8,1,5
23077,80,47,16,159
33874,191,104,47,279
28442,195,141,84,272
26730,229,105,63,224
15309,106,47,26,78
23451,167,52,30,172
21284,160,102,68,204
439,1,3,0,-3
541,0,0,0,0
768,0,0,0,1
24183,124,54,28,82
21485,179,64,33,170
15489,61,41,17,58
19363,130,55,30,133
27189,266,148,78,334
26543,191,106,42,212
23294,148,106,60,195
353,2,2,1,-1
24490,185,71,34,132
32330,259,81,52,306
21272,130,78,45,175
12783,103,65,44,91
26878,190,53,24,231
1848,6,5,3,5
38404,296,109,46,199
7060,18,13,5,10
42069,160,75,34,277
33635,231,143,81,272
7444,25,20,6,14
40332,250,182,94,235
9910,27,23,10,-1
21567,174,70,31,128
18829,107,56,28,82
18340,100,70,30,68
34433,220,81,44,275
758,0,1,0,0
6219,15,7,0,6
13418,73,48,32,75
31663,165,111,55,202
28861,127,90,46,169
32813,238,121,59,279
28587,251,108,46,174
7828,32,12,3,37
15137,64,32,10,53
35313,290,48,22,226
20375,83,33,9,95
9883,48,40,15,47
25259,129,92,42,87
28363,145,73,36,180
30507,242,76,45,328
18015,111,41,21,114
32197,173,88,43,177
7946,48,32,20,50
27318,155,65,38,171
25044,113,51,32,137
22008,146,41,15,149
4354,25,18,5,14
21561,201,127,73,180
19495,131,50,30,146
28089,187,85,47,214
22889,184,117,56,155
16383,135,51,25,111
194,0,0,0,1
6626,51,18,8,30
31144,207,75,36,172
13246,48,40,15,21
27437,176,74,28,182
30967,168,110,44,161
31338,243,142,74,238
1412,2,1,1,-1
18046,95,65,40,146
31101,266,190,107,308
26616,182,103,57,160
39544,160,64,27,168
4689,17,13,4,19
20984,110,51,26,101
7850,49,22,9,30
445,6,0,0,1
28820,164,60,27,170
32950,113,37,16,215
24912,203,155,84,179
24913,104,34,17,133
21220,69,38,21,98
35201,213,108,51,192
36567,287,148,84,296
22479,146,113,64,188
1155,4,2,1,5
31144,207,84,35,111
31112,342,140,74,396
77,0,0,0,1
22728,160,91,49,129
5,0,0,0,0
1115,3,2,1,-5
11716,55,38,18,27
23592,191,50,29,134
39249,236,132,59,327
37775,270,163,105,416
7355,40,19,9,45
37477,290,101,46,236
25480,134,68,41,177
19720,90,54,31,81
25846,174,103,70,253
25220,184,67,39,158
25140,146,66,32,62
13792,86,8,4,23
32176,270,80,38,204
41440,180,73,36,248
8917,50,31,13,65
27314,177,147,73,175
26418,235,102,48,217
32896,243,150,69,222
23728,88,41,18,86
7851,40,15,8,32
26523,207,131,79,242
30028,161,58,29,185
13025,62,17,9,48
19184,132,32,22,111
34666,289,154,84,319
22050,123,37,20,100
32632,185,91,55,244
20918,184,44,23,190
9901,54,23,5,38
280,0,0,0,-1
19431,147,85,54,203
8486,44,27,15,37
17085,91,27,14,106
14863,121,74,42,134
17196,99,47,23,70
29366,242,181,99,331
2069,2,4,1,-8
25235,170,80,48,244
22088,153,71,46,144
47,0,0,0,0
47,0,0,0,-2
13140,80,40,16,60
27030,203,64,30,209
33351,215,111,67,205
16703,112,66,30,74
34439,240,139,62,285
34924,202,116,59,238
23037,136,110,56,143
12622,56,32,15,43
32365,182,121,73,332
39157,287,105,56,221
18726,115,70,41,140
6570,44,33,15,34
1153,4,4,2,-5
5181,27,24,9,10
310,0,1,0,-2
26,0,0,0,0
3906,30,6,4,12
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
34846,169,23,9,67
28926,177,62,23,171
14776,90,55,15,80
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
33215,203,163,77,177
14096,71,51,24,54
34083,248,105,53,291
25420,114,78,43,168
29987,208,109,48,143
19919,97,62,31,102
869,10,2,2,13
1644,9,3,1,3
27508,166,50,23,210
36497,283,134,70,249
27942,99,48,18,160
31637,233,157,80,249
10825,68,46,23,47
7088,37,10,8,21
24144,168,107,65,172
37881,188,94,51,268
20251,126,34,20,92
41431,301,179,100,391
745,2,1,1,-2
21893,154,59,24,150
158,0,1,0,1
28705,177,114,66,233
32799,211,94,59,273
879,2,4,1,-1
7181,27,14,7,35
315,3,1,0,-2
5061,14,13,3,8
26022,158,97,50,160
32977,272,87,51,300
20154,112,62,27,124
4674,24,20,8,14
31364,277,61,34,231
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
16835,111,76,41,155
18451,159,75,37,158
14634,99,48,22,86
8959,40,20,7,27
171,0,1,0,-1
317,0,0,0,-1
29654,95,31,11,133
11455,29,19,8,41
48798,438,253,131,455
20306,93,38,14,86
32209,191,89,49,179
20249,101,72,36,147
5149,22,16,7,1
34274,284,189,111,349
25136,197,78,38,109
2793,0,0,0,-8
21146,81,34,13,74
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
18919,198,79,34,113
3757,7,5,2,5
3326,20,7,1,10
33185,149,35,18,161
17650,61,63,24,57
20559,116,87,50,196
36719,198,79,34,176
26824,193,171,88,156
38543,246,147,83,287
28093,183,39,18,125
7711,36,16,3,12
10579,65,29,10,34
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
10439,69,53,24,47
9334,76,30,20,62
7791,83,35,17,63
29519,205,119,51,191
14098,79,30,16,62
42226,300,164,82,338
38140,205,60,16,171
455,5,1,1,6
93,2,0,0,2
28025,194,135,77,230
8334,66,31,18,54
39406,205,52,37,251
11201,39,22,12,61
5527,21,25,8,-1
30574,146,73,35,150
24010,146,102,57,154
4,0,0,0,0
16549,142,77,36,145
2281,8,6,2,3
30922,215,116,48,198
31394,209,129,64,220
32825,193,65,35,223
30677,248,160,89,210
29414,219,23,12,116
33069,142,39,23,106
35852,246,163,94,386
22127,100,62,28,83
10016,61,50,28,60
26273,171,47,24,155
4650,13,18,4,2
21163,91,45,24,104
18402,127,34,16,112
34537,324,104,52,293
30363,188,112,61,182
1443,3,8,1,5
24693,96,49,16,182
35632,213,112,52,304
29560,201,145,87,273
28029,243,111,66,237
15309,106,47,26,78
24303,169,54,31,170
21814,164,104,69,206
439,1,3,0,-3
541,0,0,0,0
795,0,0,0,1
24183,124,54,28,82
22470,187,66,34,180
16187,63,45,18,57
20956,137,58,31,140
28714,286,156,82,365
26543,191,106,42,212
23652,148,106,60,196
353,2,2,1,-1
25595,197,74,37,139
34363,270,87,54,319
21984,135,81,46,179
13625,107,67,45,96
28649,208,57,27,255
2226,6,5,3,8
40249,313,113,49,213
7060,18,13,5,10
43535,164,80,36,283
34809,239,148,84,287
7718,25,21,6,9
41678,259,189,97,241
10960,29,25,10,5
22353,177,71,31,130
20289,121,61,32,96
19440,107,72,32,80
35921,235,87,48,298
758,0,1,0,0
6230,15,7,0,6
14875,81,53,35,90
33317,178,117,59,222
29793,130,91,47,177
34492,253,130,63,300
29784,275,113,50,202
8389,32,13,3,40
15137,64,32,10,53
36822,310,53,26,242
21541,86,34,9,102
9883,48,40,15,47
25980,136,95,45,97
29487,156,75,37,201
31701,249,79,47,335
19704,132,45,24,136
33506,183,91,45,188
7946,48,32,20,50
28432,165,68,40,181
25992,118,54,33,143
22670,146,41,15,149
4354,25,18,5,14
22614,205,130,74,180
21295,139,54,33,152
28650,189,86,48,220
24209,198,127,62,170
16733,139,53,26,112
194,0,0,0,1
6626,51,18,8,30
32599,218,80,38,188
13246,48,40,15,21
28446,181,76,29,182
31912,171,113,45,166
32616,252,147,76,247
1412,2,1,1,-1
19208,106,71,44,162
32339,272,196,110,315
27738,190,108,60,169
40941,160,64,27,164
4689,17,13,4,19
22439,124,58,30,119
8789,56,25,10,36
445,6,0,0,1
30138,171,62,29,177
34087,115,39,17,213
25205,203,156,84,179
26107,109,35,18,141
22601,86,43,25,118
36404,223,113,55,202
38431,302,158,91,311
23909,155,119,67,204
1155,4,2,1,5
32111,212,85,35,114
32325,348,147,76,400
77,0,0,0,1
24321,174,96,53,140
5,0,0,0,0
1115,3,2,1,-5
12169,55,41,18,25
24889,206,56,31,144
41174,239,139,59,337
39529,283,170,110,439
8197,43,20,10,47
39761,303,106,49,245
27456,145,75,44,190
19720,90,54,31,81
26671,176,106,71,251
26501,191,72,41,157
25345,146,66,32,61
13792,86,8,4,23
33741,281,81,39,214
43320,185,76,37,259
9938,57,35,15,70
28560,191,158,80,187
27444,240,105,50,217
34394,252,155,72,230
25000,90,42,18,91
8518,46,15,8,37
26523,207,131,79,242
30028,161,58,29,185
13815,62,19,9,44
20219,140,36,23,118
36530,299,162,89,329
22731,123,37,20,101
33956,193,96,58,257
21345,184,44,23,189
11226,62,25,6,55
280,0,0,0,-1
20127,155,91,58,212
8486,44,27,15,37
17954,99,28,15,109
15344,127,75,43,141
17766,101,49,24,71
30522,250,186,102,334
2069,2,4,1,-8
26317,173,81,49,250
23613,165,72,47,154
47,0,0,0,0
47,0,0,0,-2
13140,80,40,16,60
28221,207,68,32,212
34581,217,113,67,208
17567,117,68,31,78
35795,240,142,62,291
35946,204,116,59,242
24015,142,113,58,154
12622,56,32,15,43
33787,196,129,80,353
40959,304,113,60,231
18726,115,70,41,140
6570,44,33,15,34
1153,4,4,2,-5
6559,44,31,14,27
310,0,1,0,-2
26,0,0,0,0
4663,38,8,5,17
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
36182,177,24,10,74
29863,185,65,26,177
14776,90,55,15,80
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
34670,207,167,79,183
14096,71,51,24,54
35823,259,110,56,298
26779,124,85,48,184
31525,219,117,51,157
20829,103,66,32,110
869,10,2,2,13
108,0,0,0,0
2668,18,8,2,11
28847,176,51,23,222
38346,309,145,78,273
29003,105,49,18,167
33410,249,163,86,270
10825,68,46,23,47
7088,37,10,8,21
25458,170,109,66,172
39086,190,96,51,274
20662,126,34,20,88
42652,305,185,101,390
745,2,1,1,-2
23404,159,64,26,160
158,0,1,0,1
316,0,1,0,-1
29473,186,119,70,245
34572,224,99,62,302
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
5903,24,20,7,15
27373,160,98,51,159
34560,292,91,52,324
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
17625,117,79,42,164
19579,172,79,39,171
16175,113,55,26,94
8959,40,20,7,27
529,0,1,0,-2
317,0,0,0,-1
30940,109,31,11,154
11455,29,19,8,41
50560,444,261,132,461
21436,102,41,17,96
33163,200,90,49,186
21014,103,74,36,150
5365,22,16,7,-2
35900,291,191,113,363
25136,197,78,38,109
2793,0,0,0,-8
21475,85,35,14,76
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
20538,217,83,35,121
4969,17,10,5,9
4427,22,7,1,5
34698,155,35,18,169
19116,76,71,31,78
20745,118,90,51,195
38231,203,84,36,182
27685,205,176,93,170
39924,250,151,85,296
28995,185,41,19,126
7711,36,16,3,12
10579,65,29,10,34
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
11620,83,62,30,63
11004,90,36,24,81
9119,91,41,18,66
30576,213,120,52,197
15317,84,32,17,65
43521,312,171,85,345
39282,208,60,16,172
455,5,1,1,6
93,2,0,0,2
29464,205,144,80,242
8334,66,31,18,54
41164,212,52,37,264
12048,43,26,14,63
5527,21,25,8,-1
30574,146,73,35,150
24829,146,104,57,155
4,0,0,0,0
18772,157,87,40,156
201,0,0,0,1
2281,8,6,2,3
32327,230,124,52,210
32845,216,130,65,230
34077,199,68,37,237
31672,261,164,93,223
30983,231,24,12,122
34327,142,41,23,104
37226,258,174,97,406
22519,100,63,28,80
10016,61,50,28,60
27565,185,51,26,171
5662,20,21,7,13
22411,94,46,24,111
18402,127,34,16,112
35590,330,105,52,301
31758,193,119,63,188
1443,3,8,1,5
26458,114,53,19,210
37210,225,114,54,324
30504,203,146,88,279
28746,250,114,67,238
16094,109,48,26,76
25664,199,63,36,200
22101,164,107,69,204
439,1,3,0,-3
566,0,0,0,0
795,0,0,0,1
25392,133,57,31,88
23455,195,68,35,185
16480,65,47,19,58
21623,140,61,32,141
30109,298,168,88,380
28153,202,110,44,223
23652,148,106,60,196
353,2,2,1,-1
26426,203,80,40,138
35686,275,89,55,323
22493,136,83,46,180
13913,108,67,45,95
30006,221,59,28,268
3759,14,10,7,24
41829,321,123,51,208
7060,18,13,5,10
45296,175,82,37,305
36361,244,152,85,294
7977,29,23,8,16
43013,268,194,100,248
11694,35,28,12,8
23273,177,72,31,128
21525,130,68,35,103
20361,113,77,34,86
37094,240,91,49,300
758,0,1,0,0
6759,18,8,0,8
15671,82,57,35,88
35417,189,124,64,246
31211,131,91,47,179
36448,289,136,69,345
30757,280,115,51,206
8389,32,13,3,40
15137,64,32,10,53
38562,334,57,27,260
22207,86,35,9,100
9883,48,40,15,47
26597,137,97,45,97
31221,165,80,40,217
33258,267,81,47,359
21338,145,49,27,151
35049,189,95,48,197
7969,48,32,20,50
29581,173,71,43,190
26791,125,55,34,147
23507,146,41,15,146
4354,25,18,5,14
23289,215,134,78,192
22834,156,54,33,173
29630,192,87,48,226
25473,209,132,65,174
16733,139,53,26,112
194,0,0,0,1
6626,51,18,8,30
33847,220,81,38,193
13246,48,40,15,21
29223,183,77,29,184
33337,183,118,50,182
33980,270,161,82,263
1412,2,1,1,-1
20337,114,76,48,170
33552,279,207,113,315
28832,194,110,61,178
42508,170,65,28,176
4689,17,13,4,19
23414,131,61,32,128
9997,69,27,11,50
445,6,0,0,1
31412,176,65,30,178
35213,118,39,17,221
26033,204,157,84,179
27681,113,37,20,154
23138,88,43,25,121
38267,235,121,59,212
39863,314,166,95,316
25210,164,122,70,217
1155,4,2,1,5
32937,220,87,35,121
33564,361,151,79,410
77,0,0,0,1
25486,180,104,56,148
5,0,0,0,0
1217,3,2,1,-5
13095,63,42,19,32
26690,222,62,34,150
42665,245,143,61,346
41550,292,174,113,457
8495,50,21,11,59
41632,319,113,54,262
28833,160,79,46,202
19720,90,54,31,81
27861,189,111,76,277
27722,200,75,43,170
25345,146,66,32,61
13792,86,8,4,23
35098,284,82,39,211
45145,193,77,38,272
10972,72,40,20,91
29877,197,166,83,195
28511,249,106,51,230
35747,257,158,74,233
26416,107,47,20,107
9609,55,17,8,42
27295,212,135,81,249
30028,161,58,29,185
14259,62,19,9,42
20543,140,37,23,118
37483,316,168,94,343
23116,123,37,20,102
35069,201,100,62,269
22192,187,46,23,186
12470,75,28,7,70
280,0,0,0,-1
20937,159,93,60,218
8486,44,27,15,37
19110,106,29,16,119
15344,127,75,43,141
19120,117,55,28,84
32112,259,195,106,346
2069,2,4,1,-8
27590,180,84,51,264
24874,180,80,53,170
47,0,0,0,0
47,0,0,0,-2
13154,80,40,16,60
29263,218,73,36,225
36076,224,118,70,216
17826,120,68,31,81
37177,250,147,64,304
37788,218,122,61,261
24761,144,116,59,154
12622,56,32,15,43
35210,213,143,87,377
42612,310,114,60,233
19515,118,75,42,140
6570,44,33,15,34
1153,4,4,2,-5
6559,44,31,14,27
310,0,1,0,-2
26,0,0,0,0
6032,44,9,5,22
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
38004,189,25,10,83
31071,192,65,26,187
14776,90,55,15,80
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
35803,213,173,82,185
14096,71,51,24,54
37430,269,114,56,313
28578,129,89,50,194
32998,242,121,54,180
21757,105,69,33,107
869,10,2,2,13
108,0,0,0,0
3314,20,11,3,8
29853,184,53,24,227
39903,313,149,79,266
30402,113,53,20,182
34986,262,168,88,281
10825,68,46,23,47
7088,37,10,8,21
26962,183,116,71,188
40533,200,99,52,287
20867,126,34,20,86
44350,313,190,105,401
745,2,1,1,-2
25012,168,65,26,168
158,0,1,0,1
316,0,1,0,-1
31142,198,123,73,265
36353,238,106,65,320
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
6072,24,20,7,13
29029,167,102,52,169
36538,306,96,55,354
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
18335,121,82,43,162
21171,196,85,44,195
17348,122,59,26,90
9956,50,22,9,35
536,0,1,0,-2
585,0,0,0,-1
31892,112,32,11,158
11834,32,19,8,41
52647,467,269,134,487
22145,105,41,17,99
34675,207,94,51,196
21690,105,78,37,151
5365,22,16,7,-2
37294,304,198,118,386
25136,197,78,38,109
2793,0,0,0,-8
21834,88,37,14,78
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
21510,230,85,36,125
6860,32,11,6,19
5496,22,9,1,3
36077,168,39,21,185
20621,88,77,36,89
20745,118,90,51,195
39746,212,86,38,187
29007,219,183,99,189
41047,251,152,85,300
29931,190,41,19,133
7711,36,16,3,12
10579,65,29,10,34
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
12539,89,65,32,67
12981,109,44,29,107
10443,103,48,21,79
32132,220,123,54,201
16559,92,33,18,71
44972,327,178,88,360
40005,211,61,16,169
526,5,1,1,6
93,2,0,0,2
30647,215,148,84,258
8334,66,31,18,54
43130,221,53,38,275
12714,45,29,15,63
5746,23,26,9,1
30574,146,73,35,150
25593,146,105,57,152
66,0,0,0,0
20850,169,96,45,169
439,0,0,0,0
2281,8,6,2,3
33613,235,127,53,211
34354,229,138,69,236
35490,204,69,38,247
33048,268,174,95,231
32461,238,28,14,121
35914,151,42,23,108
38540,260,176,98,409
22519,100,63,28,80
10016,61,50,28,60
28508,191,52,26,175
6756,22,23,8,15
23539,96,49,24,115
18402,127,34,16,112
37127,339,113,55,303
33309,201,125,67,199
1443,3,8,1,5
27725,123,54,20,229
38501,227,116,55,329
31697,211,151,92,293
29891,267,121,72,259
16945,109,52,26,70
26644,209,68,38,210
22860,172,114,73,217
439,1,3,0,-3
566,0,0,0,0
795,0,0,0,1
26424,140,62,33,90
24532,200,70,36,189
17115,67,48,20,61
22552,147,63,34,154
31231,313,174,93,401
29337,218,117,49,240
24957,155,111,63,209
353,2,2,1,-1
27574,215,82,41,152
36812,285,89,55,335
22879,138,85,47,182
13913,108,67,45,95
31152,230,62,28,274
4669,14,10,7,24
43058,329,127,52,210
7060,18,13,5,10
47118,184,87,40,318
37772,254,159,90,306
8374,30,23,8,18
44523,278,198,103,265
12187,35,28,12,6
24262,184,74,32,134
22639,132,71,36,102
21022,113,77,34,86
39006,256,100,54,308
758,0,1,0,0
7221,21,10,1,6
16502,84,59,36,95
36862,199,129,67,257
32600,139,97,51,184
37966,298,142,72,358
32093,301,120,53,229
8389,32,13,3,40
15433,64,32,10,53
40285,346,60,27,268
22984,88,37,10,104
9965,48,40,15,49
27577,145,100,47,104
32844,170,81,41,224
34984,272,89,49,365
21338,145,49,27,151
36358,194,100,49,196
8180,50,33,21,53
31246,187,75,44,205
28168,127,59,35,147
24742,160,43,17,163
4354,25,18,5,14
24193,222,139,81,203
22879,156,55,33,172
30642,201,92,52,237
26751,217,139,66,180
17971,161,62,33,131
194,0,0,0,1
6626,51,18,8,30
35199,233,86,43,205
13246,48,40,15,21
29802,191,79,31,196
34336,190,122,52,190
35030,277,165,84,264
1503,2,1,1,-1
21381,116,77,49,175
34908,294,215,117,337
30182,206,118,66,190
43861,172,67,29,181
4689,17,13,4,19
24815,136,63,33,143
11422,84,30,12,63
445,6,0,0,1
32533,176,68,30,175
36504,124,43,20,226
27085,220,165,90,198
29437,123,39,22,171
23773,88,43,25,122
40020,243,125,59,217
40863,314,172,95,313
26508,172,127,73,233
1155,4,2,1,5
33581,225,90,35,124
35014,382,160,85,434
77,0,0,0,1
26538,187,107,58,157
5,0,0,0,0
1217,3,2,1,-5
13512,65,44,20,34
28004,236,63,35,160
44339,258,151,66,363
43145,303,180,116,471
8832,50,21,11,58
43664,332,115,56,272
30621,167,82,46,214
20167,95,56,32,81
28980,194,115,78,280
28549,200,76,43,168
26132,153,69,34,68
13792,86,8,4,23
36010,291,86,41,208
46959,198,80,39,284
12112,73,42,20,95
31204,208,175,87,210
29999,269,110,53,239
37007,273,167,79,254
27994,112,48,21,117
10261,58,18,8,47
28140,224,139,84,267
30028,161,58,29,185
15015,64,22,10,41
20771,140,37,23,116
37483,316,168,94,343
23796,126,37,20,107
36420,206,101,63,287
23376,197,49,25,197
13564,82,28,7,76
280,0,0,0,-1
21957,165,97,63,229
8486,44,27,15,37
20439,117,31,16,129
17072,140,82,48,156
19769,120,57,28,82
33487,265,200,109,358
2069,2,4,1,-8
28644,184,89,53,265
25410,188,84,55,178
47,0,0,0,0
47,0,0,0,-2
13154,80,40,16,60
30376,231,76,38,237
37026,230,119,71,219
18813,124,73,33,82
38688,258,157,67,305
39314,228,130,65,279
25495,151,120,62,162
12622,56,32,15,43
36805,224,150,92,394
44457,318,120,64,238
