seconds,points,assists,rebounds,value
94,0,0,-1,6
25,-2,0,-1,3
78,-1,0,-1,4
88,0,0,-1,6
102,0,0,-1,8
109,1,1,-1,23
117,0,1,-1,15
73,-1,0,-1,3
79,-1,0,-1,9
85,0,0,-1,5
81,-1,0,-1,2
3,-1,0,-1,0
74,-1,0,-1,2
30,0,0,-1,2
118,1,1,-1,17
0,-1,0,-1,0
115,0,0,-1,8
98,0,0,-1,0
137,1,0,-1,11
108,1,1,-1,14
127,0,0,-1,12
73,-1,0,-1,0
66,0,0,-1,4
76,0,0,-1,1
94,0,0,-1,10
87,0,0,-1,13
88,0,0,-1,7
150,-1,0,-1,4
87,0,0,-1,5
100,-1,0,-1,2
104,0,0,-1,7
80,0,0,-1,8
131,1,0,-1,12
2,-1,0,-1,1
3,-1,0,-1,0
105,1,1,-1,14
115,0,0,-1,9
15,-2,0,-1,0
126,0,0,-1,10
105,0,0,-1,6
108,0,0,-1,5
85,1,0,-1,11
93,1,1,-1,14
128,0,0,-1,9
32,-1,0,-1,6
45,-2,0,0,0
81,-1,0,0,6
89,0,0,0,12
95,0,0,0,9
5,-2,0,0,0
106,1,0,0,13
127,1,0,0,12
96,0,0,0,10
43,0,0,0,4
23,-1,0,0,0
82,0,0,0,8
64,0,0,0,6
63,-1,0,-1,0
130,1,0,-1,14
99,0,0,-1,8
97,-1,0,-1,3
55,-1,0,-1,1
126,0,1,-1,18
46,-1,0,-1,2
35,-1,0,-1,0
71,-1,0,-1,8
120,1,1,-1,15
131,-1,0,0,13
59,0,0,0,6
121,1,0,0,8
2,0,0,0,0
77,-1,0,0,8
113,-1,0,0,4
86,0,0,0,7
13,-1,0,0,0
47,0,0,0,3
2,0,0,0,0
81,-1,0,0,8
117,0,0,0,13
88,-1,0,-1,9
96,1,1,-1,19
91,0,0,-1,8
31,-2,0,-1,0
22,-2,0,-1,0
96,0,0,-1,10
105,-2,0,-1,4
70,-2,0,-1,3
104,1,0,-1,13
92,0,0,-1,5
59,-1,0,-1,8
92,0,1,-1,16
80,0,0,-1,4
47,-1,0,-1,7
83,0,0,-1,7
92,0,0,-1,12
2,-1,0,-1,0
65,-1,0,-1,0
79,1,1,-1,15
57,0,0,-1,4
83,0,0,-1,11
71,0,0,-1,5
98,0,0,-1,13
109,0,0,-1,9
108,-1,0,-1,7
52,-1,0,-1,3
112,0,0,-1,10
99,0,0,-1,11
19,0,0,-1,5
56,0,0,-1,4
47,-1,0,-1,0
104,-1,0,-1,0
50,-1,0,-1,4
18,-2,0,-1,0
78,0,0,-1,6
100,-1,0,-1,8
69,-1,0,-1,2
109,-2,0,-1,6
112,0,0,-1,8
6,-2,0,-1,0
124,0,0,-1,10
102,0,0,-1,7
95,-1,0,-1,7
116,0,0,-1,9
22,-2,0,-1,0
90,-1,0,-1,7
99,1,0,-1,11
88,0,0,-1,2
57,-1,0,-1,5
62,-1,0,-1,2
110,0,0,-1,2
83,0,0,-1,9
67,0,0,-1,10
94,0,0,-1,10
101,0,1,-1,15
100,0,0,-1,8
75,0,0,-1,9
72,-2,0,-1,3
123,1,1,-1,18
120,0,0,-1,4
92,0,0,-1,6
27,-1,0,-1,0
84,1,0,-1,12
116,0,0,-1,9
46,0,0,-1,2
136,-1,0,0,8
59,-1,0,0,2
57,-2,0,0,2
91,0,0,0,13
114,0,0,0,6
54,-1,0,0,4
105,1,0,0,14
91,0,0,0,9
145,0,0,0,12
130,0,0,-1,14
21,-1,0,-1,0
125,0,0,-1,4
95,0,0,-1,5
142,0,0,-1,8
26,-2,0,-1,2
83,0,0,-1,8
75,-1,0,-1,7
154,1,1,-1,19
74,-1,0,-1,5
136,0,0,-1,13
110,0,0,-1,7
90,1,1,-1,16
70,0,0,-1,8
74,-1,0,-1,0
123,0,0,-1,8
107,1,0,-1,8
49,-1,0,-1,1
26,-1,0,-1,4
113,0,0,-1,8
121,1,0,-1,8
14,-1,0,-1,0
84,-1,0,-1,10
54,0,0,-1,5
124,0,1,-1,21
51,-1,0,-1,2
68,-1,0,-1,7
73,0,0,-1,10
104,-1,0,-1,10
44,-1,0,-1,4
58,-2,0,-1,0
26,0,0,-1,2
151,0,0,-1,11
84,-1,0,-1,0
67,-2,0,-1,0
94,1,1,-1,16
82,0,0,-1,2
74,-1,0,-1,3
88,1,1,-1,16
120,0,1,-1,15
7,-1,0,-1,0
106,1,1,-1,16
53,-1,0,-1,5
63,0,0,-1,8
92,-1,0,-1,2
79,0,0,-1,7
90,1,0,-1,11
101,-1,0,-1,11
17,-1,0,-1,0
81,1,0,-1,14
53,0,0,-1,9
117,1,1,-1,15
104,0,0,-1,12
83,0,0,-1,3
81,-1,0,-1,7
100,0,0,-1,13
53,-1,0,-1,3
71,0,0,-1,2
106,0,1,-1,18
78,0,0,-1,2
81,0,0,-1,8
89,0,0,-1,12
14,-1,0,-1,2
111,1,1,-1,21
88,1,0,-1,10
125,-1,0,-1,6
97,0,0,-1,3
123,0,0,-1,10
83,0,0,-1,4
72,0,0,-1,6
80,0,0,-1,7
59,-1,0,-1,4
139,0,0,-1,14
24,-2,0,-1,0
74,-1,0,-1,0
102,0,0,-1,10
94,0,0,-1,7
148,1,1,-1,15
69,-1,0,-1,5
54,0,0,-1,2
33,-1,0,-1,6
108,1,0,-1,8
109,0,1,-1,17
129,1,0,-1,15
48,-1,0,-1,3
79,-1,0,-1,9
83,0,0,-1,0
61,0,0,-1,6
8,-1,0,-1,2
33,-2,0,-1,0
98,2,1,-1,19
63,-1,0,-1,7
81,-1,0,-1,5
27,0,0,-1,2
93,0,0,-1,5
91,0,0,-1,5
92,-1,0,-1,12
51,0,0,-1,3
73,0,0,-1,4
98,0,0,-1,9
76,0,0,-1,8
89,0,0,-1,10
102,0,0,-1,8
88,-1,0,-1,4
75,1,0,-1,12
73,0,0,-1,11
90,0,0,-1,12
91,0,0,-1,4
86,-1,0,-1,8
71,0,0,-1,2
119,0,0,-1,8
78,-1,0,-1,3
23,-1,0,-1,6
58,0,0,-1,13
132,-1,0,-1,6
16,-2,0,-1,0
64,-1,0,-1,9
106,0,1,-1,16
121,1,1,-1,19
31,-1,0,-1,3
47,-1,0,-1,0
78,0,0,-1,8
37,0,0,-1,3
69,-1,0,-1,0
34,-2,0,-1,0
88,-1,0,-1,0
97,0,0,-1,11
63,-1,0,-1,2
89,0,1,-1,16
117,0,0,-1,9
60,-1,0,-1,0
85,0,0,-1,8
83,0,0,-1,4
112,0,0,-1,11
131,0,1,-1,16
52,-1,0,-1,3
111,1,0,-1,9
84,1,0,-1,7
2,-1,0,-1,0
127,1,0,-1,11
29,-2,0,-1,0
75,0,0,-1,14
49,-1,0,-1,6
133,1,0,-1,10
98,-1,0,0,4
62,-1,0,0,0
69,-1,0,0,0
51,-1,0,0,2
57,-1,0,0,4
101,0,0,0,9
84,0,1,0,17
54,0,0,0,2
106,0,0,0,12
111,2,1,0,28
60,0,0,0,8
94,1,0,0,14
21,-2,0,0,0
102,0,0,0,12
81,0,0,0,9
60,0,0,0,9
65,-1,0,0,7
105,1,0,0,10
133,1,1,0,31
72,0,0,0,2
84,0,0,-1,5
84,-1,0,-1,11
65,-1,0,-1,3
78,0,0,-1,5
92,0,0,-1,5
51,0,0,-1,8
96,0,1,-1,22
123,0,0,-1,6
11,-2,0,-1,0
107,0,0,-1,13
92,-1,0,-1,6
58,-1,0,-1,7
88,-1,0,-1,6
98,0,0,-1,13
32,-2,0,-1,0
81,0,0,-1,4
101,0,0,-1,10
107,0,1,-1,17
101,-1,0,-1,8
37,-2,0,-1,2
55,-2,0,-1,2
122,0,0,-1,7
73,0,0,-1,13
57,-1,0,-1,2
86,1,0,-1,12
90,-1,0,-1,5
75,0,0,-1,5
58,-1,0,-1,6
92,1,1,-1,17
34,-1,0,-1,0
48,-1,0,-1,6
110,0,0,-1,0
51,-1,0,-1,1
60,-1,0,-1,10
103,1,0,-1,12
86,0,0,-1,8
70,1,0,-1,11
94,0,0,-1,8
91,0,0,-1,12
53,0,0,-1,2
72,0,0,-1,10
65,-1,0,-1,7
108,-1,0,-1,8
91,0,0,-1,4
99,0,0,-1,12
79,-1,0,-1,15
34,-2,0,-1,0
46,-1,0,-1,3
84,0,1,-1,16
33,-1,0,-1,0
44,-1,0,-1,6
17,-1,0,-1,2
91,0,0,-1,5
93,-1,0,-1,9
94,-1,0,-1,2
41,0,0,-1,2
145,1,0,-1,14
61,-1,0,-1,10
75,-2,0,-1,2
60,0,0,-1,7
52,0,0,-1,6
64,-1,0,-1,7
108,0,0,-1,14
119,0,1,-1,16
36,-1,0,-1,6
108,1,1,-1,19
75,1,0,-1,14
71,0,0,-1,7
33,0,0,-1,2
131,0,1,-1,19
111,0,1,-1,19
40,0,0,-1,7
26,-1,0,-1,0
135,0,0,-1,5
81,0,1,-1,17
68,-1,0,-1,5
108,1,1,-1,25
75,0,0,-1,2
120,1,0,-1,10
70,0,0,-1,4
59,0,0,-1,7
92,-1,0,-1,9
100,1,1,-1,17
107,1,0,-1,14
82,-1,0,-1,14
94,0,0,-1,12
75,0,0,-1,7
140,0,1,-1,21
79,0,0,-1,6
72,-1,0,-1,2
84,0,0,-1,6
81,0,0,-1,10
54,-1,0,-1,4
33,-2,0,-1,0
119,0,0,-1,9
33,-1,0,-1,7
126,1,1,-1,19
111,-1,0,-1,12
14,-1,0,-1,0
97,1,0,-1,13
56,0,0,-1,4
38,-1,0,-1,6
80,0,0,-1,4
40,0,0,-1,2
78,0,0,-1,4
74,-2,0,-1,3
88,-1,0,-1,7
35,0,0,-1,0
83,0,0,-1,3
75,0,1,-1,18
93,-1,0,-1,7
65,0,0,-1,8
77,-1,0,-1,0
57,-1,0,-1,5
96,0,0,-1,5
97,0,0,-1,8
53,-1,0,-1,3
94,0,0,-1,3
93,0,1,-1,19
57,0,0,-1,2
74,0,0,-1,7
117,0,0,-1,14
36,-1,0,-1,0
43,0,0,-1,4
17,-2,0,-1,0
67,0,0,-1,11
64,0,0,-1,7
106,0,1,-1,18
92,0,0,-1,14
61,0,0,-1,2
86,0,0,-1,12
5,-1,0,-1,0
64,-1,0,-1,1
50,0,0,-1,6
83,0,0,-1,11
67,0,0,-1,7
67,0,0,-1,7
52,-1,0,-1,3
113,-1,0,-1,5
84,0,0,-1,12
108,1,0,-1,16
95,0,1,-1,26
6,-2,0,-1,0
28,-2,0,-1,0
60,0,0,-1,8
59,-1,0,-1,0
50,-1,0,-1,4
83,0,0,-1,3
75,-1,0,-1,8
63,0,0,-1,9
74,-1,0,-1,2
71,-1,0,-1,6
99,0,0,-1,10
51,-1,0,-1,7
77,0,0,-1,8
75,-1,0,-1,0
77,0,0,-1,12
75,-2,0,-1,2
6,-1,0,-1,2
81,-1,0,-1,7
69,0,0,-1,4
88,0,0,-1,7
60,-1,0,-1,6
61,1,0,-1,9
88,-1,0,-1,7
71,1,0,-1,9
11,-1,0,-1,0
64,-2,0,-1,6
73,1,1,-1,17
32,-1,0,-1,2
45,-1,0,-1,9
72,1,0,-1,14
95,0,0,-1,11
87,0,0,-1,10
79,0,0,-1,5
85,0,0,-1,3
80,-1,0,-1,10
64,0,0,-1,6
111,0,0,-1,9
69,0,0,-1,11
64,0,0,-1,2
84,-1,0,-1,9
46,-1,0,-1,2
127,1,0,-1,14
76,-1,0,-1,0
50,0,0,-1,4
86,0,0,-1,16
96,0,0,-1,9
41,-1,0,-1,5
73,0,0,-1,2
50,-1,0,-1,3
82,-1,0,-1,6
2,-1,0,-1,0
108,0,0,-1,5
104,0,0,-1,8
34,-1,0,-1,6
74,0,0,-1,6
8,-2,0,-1,0
88,0,0,-1,10
56,-1,0,-1,4
136,1,0,-1,13
53,-2,0,-1,3
95,-1,0,-1,5
50,-1,0,-1,12
62,-1,0,-1,8
47,-1,0,-1,4
101,0,0,-1,11
100,1,1,-1,17
93,1,0,-1,10
87,-1,0,-1,3
54,0,0,-1,3
75,0,0,-1,16
114,-1,0,-1,4
78,-1,0,-1,12
74,0,0,-1,9
95,-1,0,-1,2
80,-1,0,-1,13
64,0,0,-1,12
72,0,0,-1,3
34,-2,0,-1,0
54,-1,0,-1,4
102,0,0,-1,15
56,-2,0,-1,0
69,0,0,-1,3
62,-2,0,-1,3
73,1,1,-1,18
95,0,0,-1,7
59,-1,0,-1,2
84,0,0,-1,9
62,0,0,-1,4
82,0,0,-1,3
60,0,0,-1,9
82,0,0,-1,13
85,0,0,-1,0
67,-1,0,-1,10
34,0,0,-1,2
0,-1,0,-1,0
82,0,0,-1,15
84,0,0,-1,12
98,0,0,-1,8
36,0,0,-1,3
115,0,0,-1,6
73,-1,0,-1,5
110,0,0,-1,15
94,0,0,-1,12
73,0,0,-1,11
54,0,0,-1,5
61,-2,0,-1,3
90,0,0,-1,11
104,0,0,-1,6
57,-2,0,-1,0
29,-1,0,-1,4
73,0,0,-1,8
64,-1,0,-1,9
31,0,0,-1,9
103,-1,0,-1,12
85,0,0,-1,9
79,-2,0,-1,0
93,0,0,-1,12
63,1,0,-1,12
63,0,0,-1,2
77,1,0,-1,16
6,0,0,-1,0
97,0,0,-1,3
27,0,0,-1,3
107,0,0,-1,13
23,-2,0,-1,0
75,-1,0,-1,6
73,0,0,-1,8
61,0,0,-1,7
21,-2,0,-1,2
62,-1,0,-1,7
87,1,1,-1,20
103,-1,0,-1,7
66,-1,0,-1,2
0,-1,0,-1,0
84,1,1,-1,18
69,0,0,-1,4
0,-1,0,-1,0
88,1,0,-1,16
102,1,0,-1,7
74,0,0,-1,4
96,0,0,-1,15
43,-1,0,-1,10
47,0,0,-1,0
76,0,0,-1,10
41,-2,0,-1,0
89,0,0,-1,6
133,1,0,-1,12
128,1,1,-1,23
96,-1,0,-1,6
60,0,0,-1,4
77,0,0,-1,10
47,-1,0,-1,7
69,-2,0,-1,6
74,1,0,-1,13
76,-1,0,-1,5
103,0,1,-1,20
91,1,1,-1,18
63,-1,0,-1,2
97,0,0,-1,7
48,0,0,-1,4
63,0,0,-1,10
76,0,0,-1,2
4,0,0,-1,0
83,-1,0,-1,3
5,0,0,-1,0
112,1,0,-1,17
91,0,0,-1,14
65,0,0,-1,0
52,-1,0,-1,3
57,-1,0,-1,14
66,-1,0,-1,0
85,0,0,-1,10
58,-1,0,-1,0
26,-1,0,-1,2
52,0,0,-1,3
4,0,0,-1,0
95,0,0,-1,16
88,0,0,-1,4
54,-1,0,-1,7
27,0,0,-1,2
41,-1,0,-1,3
93,0,0,-1,12
72,0,0,-1,13
68,0,0,-1,12
100,0,0,-1,10
65,0,0,-1,1
101,0,0,-1,4
88,-1,0,-1,12
79,0,0,-1,14
86,0,0,-1,5
0,-1,0,-1,0
38,-2,0,-1,0
68,0,0,-1,14
82,0,0,-1,6
89,0,0,-1,5
51,-1,0,-1,3
100,-1,0,-1,7
34,-1,0,-1,3
59,-1,0,-1,6
90,0,0,-1,17
82,-1,0,-1,13
75,-1,0,-1,6
62,0,0,-1,10
63,0,0,-1,0
41,-1,0,-1,5
41,-1,0,-1,3
24,0,0,-1,6
110,0,0,-1,14
67,-1,0,-1,6
62,-1,0,-1,3
43,-1,0,-1,1
96,0,0,-1,7
96,0,1,-1,18
62,0,0,-1,10
78,-2,0,-1,0
55,0,0,-1,2
107,0,1,0,22
26,-2,0,0,0
102,1,0,0,14
55,0,0,0,2
17,-2,0,0,0
117,0,0,0,12
3,-2,0,0,0
87,0,0,0,12
40,-2,0,0,0
39,-1,0,0,5
105,0,0,0,9
69,0,0,-1,5
42,-1,0,-1,7
74,-1,0,-1,8
76,0,0,-1,2
99,-1,0,-1,15
39,0,0,-1,4
94,0,0,-1,13
115,0,0,-1,13
89,1,0,-1,15
58,0,0,-1,4
112,0,0,-1,12
109,0,0,-1,8
87,0,0,-1,10
53,0,0,-1,13
39,-1,0,-1,8
76,0,0,-1,6
104,0,0,-1,10
53,0,0,-1,9
10,-1,0,-1,0
37,-2,0,-1,3
88,0,0,-1,11
78,0,0,-1,14
27,-2,0,-1,0
38,-1,0,-1,7
67,0,0,-1,11
66,-1,0,-1,7
63,0,0,-1,2
67,-1,0,-1,7
95,0,0,-1,14
51,-1,0,-1,10
19,-2,0,-1,2
95,-1,0,-1,13
54,1,0,-1,16
90,-1,0,-1,6
82,-1,0,-1,8
83,0,0,-1,9
2,-2,0,-1,0
71,0,0,-1,4
83,-1,0,-1,10
60,-1,0,-1,2
77,-1,0,-1,10
24,-2,0,-1,2
53,-2,0,-1,4
98,0,0,-1,7
85,0,0,-1,4
65,0,0,-1,10
22,-1,0,-1,3
60,-1,0,-1,4
101,0,0,-1,12
51,-1,0,-1,2
15,-2,0,-1,1
57,-1,0,-1,7
66,0,0,-1,3
80,0,0,-1,6
60,1,0,-1,17
88,0,0,-1,7
87,0,0,-1,12
95,0,0,-1,7
44,-1,0,-1,6
51,0,0,-1,8
82,1,0,-1,17
52,0,0,-1,4
58,0,1,-1,19
95,0,0,0,10
24,-2,0,0,0
87,0,0,0,4
95,0,0,0,17
51,1,0,0,17
42,-1,0,0,0
86,0,0,0,11
78,-1,0,0,10
63,0,0,0,8
16,-1,0,0,2
62,0,0,0,15
75,-1,0,-1,5
98,-1,0,-1,2
46,0,0,-1,8
73,0,0,-1,9
57,0,0,-1,6
115,-1,0,-1,11
39,0,0,-1,6
48,-1,0,-1,8
60,-1,0,-1,7
87,1,0,-1,12
43,0,0,-1,3
41,-2,0,-1,1
98,1,0,-1,17
83,0,0,-1,16
111,0,0,-1,3
94,0,0,-1,12
74,0,0,-1,6
58,0,0,-1,10
28,-2,0,-1,0
18,-1,0,-1,0
49,0,0,-1,9
78,0,0,-1,7
49,0,0,-1,0
130,2,1,-1,29
12,-1,0,-1,3
57,-1,0,-1,5
43,0,0,-1,2
48,0,0,-1,7
46,-1,0,-1,4
76,-1,0,-1,9
90,0,0,-1,12
68,-1,0,-1,7
15,-2,0,-1,0
86,0,0,-1,7
106,1,0,-1,17
115,1,1,-1,20
106,1,1,-1,22
57,-1,0,-1,4
92,1,0,-1,9
62,0,0,-1,9
28,-1,0,-1,3
32,-2,0,-1,0
11,-1,0,-1,2
38,-1,0,-1,1
57,-1,0,-1,8
39,-1,0,-1,0
47,0,0,-1,0
71,0,0,-1,0
84,0,0,-1,15
76,0,0,-1,16
78,1,0,-1,17
50,-1,0,-1,4
65,-1,0,-1,9
42,0,0,-1,4
66,0,0,-1,13
71,0,0,-1,7
90,0,0,-1,10
75,0,0,-1,6
51,0,0,-1,7
80,-1,0,-1,6
41,0,0,-1,3
73,0,0,-1,11
51,0,0,-1,6
61,0,0,-1,5
66,0,0,-1,13
33,-2,0,-1,0
74,0,1,-1,24
56,0,0,-1,2
69,0,0,-1,9
53,-1,0,-1,8
70,0,0,-1,8
90,0,0,-1,15
52,0,0,-1,8
57,-1,0,-1,5
35,0,0,-1,9
83,-1,0,-1,4
42,0,0,-1,3
78,-1,0,-1,4
83,-1,0,-1,8
83,0,0,-1,4
11,-1,0,-1,0
48,0,0,-1,4
70,-1,0,-1,2
91,-1,1,-1,20
72,-1,0,-1,4
66,0,0,-1,16
76,-1,0,-1,9
65,0,0,-1,0
49,0,0,-1,8
53,0,0,-1,8
35,-2,0,-1,0
100,1,0,-1,18
40,-1,0,-1,0
84,-1,0,-1,14
90,0,0,-1,7
73,0,0,-1,14
84,0,0,-1,10
76,0,0,-1,4
55,0,0,-1,3
1,0,0,-1,0
16,-1,0,-1,0
49,-2,0,-1,0
89,1,0,-1,7
89,0,0,-1,16
89,0,0,-1,11
34,-2,0,-1,3
36,-1,0,-1,5
72,0,0,-1,12
84,0,0,-1,9
56,-1,0,-1,8
41,-1,0,-1,10
48,0,0,-1,8
68,-1,0,-1,11
58,0,0,-1,3
61,-1,0,-1,10
61,0,0,-1,5
36,-2,0,-1,1
37,-2,0,-1,4
97,0,0,-1,12
23,-2,0,-1,0
90,0,0,-1,4
71,0,0,-1,13
39,-2,0,-1,0
89,0,0,-1,8
4,-1,0,-1,0
58,0,0,-1,6
53,-1,0,-1,11
42,-2,0,-1,2
91,0,0,-1,14
84,0,0,-1,14
70,-1,0,-1,6
53,-1,0,-1,6
96,0,0,-1,12
70,-1,0,-1,8
57,0,0,-1,12
51,0,0,-1,4
84,0,0,-1,6
40,-1,0,-1,1
55,0,0,-1,9
65,-1,0,-1,5
87,-2,0,-1,2
38,-1,0,-1,7
76,-1,0,-1,12
73,0,0,-1,8
65,-1,0,-1,14
44,-1,0,-1,5
14,-2,0,-1,0
54,0,0,-1,7
95,0,0,-1,15
24,-1,0,-1,0
22,-2,0,-1,0
50,0,0,-1,2
86,-1,0,-1,3
58,-1,0,-1,14
41,-1,0,-1,2
36,-2,0,-1,1
99,0,0,-1,11
80,0,0,-1,10
45,0,0,-1,7
85,-2,0,-1,5
78,0,0,-1,17
59,0,0,-1,12
83,0,0,-1,8
77,0,0,-1,8
70,-1,0,-1,9
46,0,0,-1,6
59,0,0,-1,13
47,0,0,-1,4
81,0,0,-1,2
51,-1,0,-1,5
83,1,0,-1,16
104,0,0,-1,6
80,-1,0,-1,10
42,0,0,-1,8
59,0,0,-1,3
86,0,0,-1,13
50,0,0,-1,12
73,0,0,-1,10
92,0,0,-1,14
70,-1,0,-1,3
68,1,0,-1,17
52,-1,0,-1,7
88,0,0,-1,5
55,0,0,-1,7
65,0,0,-1,14
81,-1,0,-1,10
66,0,0,-1,4
66,0,0,-1,8
70,0,0,-1,0
49,-1,0,-1,0
76,-1,0,-1,12
30,0,0,-1,2
52,0,0,-1,7
81,1,0,-1,15
96,-1,0,-1,12
72,-1,0,-1,8
53,-1,0,-1,0
84,1,0,-1,14
74,-1,0,-1,10
40,-1,0,-1,2
70,-1,0,-1,3
62,0,0,-1,3
110,1,1,-1,24
46,-1,0,-1,0
52,0,0,-1,5
31,0,0,-1,4
30,-1,0,-1,2
81,-1,0,-1,18
101,1,0,-1,10
77,-2,0,-1,0
18,-1,0,0,0
17,-1,0,0,2
89,0,0,0,16
89,1,0,0,11
107,1,0,0,12
114,0,1,0,20
59,-1,0,0,2
65,0,0,0,12
45,0,0,0,3
18,-1,0,0,0
38,-1,0,0,6
60,-2,0,-1,3
99,-1,0,-1,4
90,0,0,-1,9
74,0,0,-1,7
100,-1,0,-1,13
103,1,1,-1,20
69,-1,0,-1,11
12,-1,0,-1,0
45,-1,0,-1,5
64,1,0,-1,14
61,0,0,-1,11
79,0,0,-1,13
65,0,0,-1,9
87,1,1,-1,25
5,-2,0,-1,0
13,-1,0,-1,4
38,-1,0,-1,4
33,0,0,-1,6
59,0,0,-1,7
59,0,0,-1,4
61,0,0,-1,12
55,-1,0,0,5
26,-1,0,0,0
91,0,0,0,10
72,0,0,0,6
38,-1,0,0,2
37,-1,0,0,6
76,0,0,0,8
109,0,0,0,17
82,0,0,0,16
36,-2,0,0,0
60,-1,0,-1,8
65,-1,0,-1,4
30,0,0,-1,2
58,0,0,-1,2
41,0,0,-1,5
80,-1,0,-1,13
69,0,0,-1,12
56,-1,0,-1,9
27,-1,0,-1,3
43,-1,0,-1,4
93,0,0,-1,15
54,0,0,-1,16
19,-1,0,-1,3
97,0,0,-1,6
88,0,0,-1,16
14,-2,0,-1,0
80,0,0,-1,7
23,-1,0,-1,4
42,0,0,-1,2
59,-2,0,-1,2
42,-1,0,-1,0
104,1,1,-1,32
37,-1,0,-1,7
51,-1,0,-1,8
57,-1,0,-1,7
50,-1,0,-1,10
42,0,0,-1,3
84,0,0,-1,2
73,0,0,-1,9
72,0,0,-1,3
39,0,0,-1,2
48,0,0,-1,16
45,-1,0,-1,8
23,0,0,-1,6
75,-1,0,-1,13
91,0,0,-1,16
34,-1,0,-1,3
68,-1,0,-1,6
53,0,0,-1,7
68,-2,0,-1,4
58,-1,0,-1,3
16,-1,0,-1,5
53,0,0,-1,7
68,0,0,-1,11
16,-1,0,-1,0
21,-1,0,-1,2
58,0,0,-1,12
59,0,0,-1,7
50,0,0,-1,0
46,0,0,-1,2
24,-1,0,-1,3
74,0,0,-1,13
46,-1,0,-1,10
54,0,0,-1,5
28,-1,0,-1,2
36,-1,0,-1,2
66,0,1,-1,24
76,0,0,-1,7
51,0,0,-1,6
84,0,0,-1,9
70,0,0,-1,6
26,0,0,-1,4
95,1,1,-1,23
66,0,0,-1,7
75,0,0,-1,4
65,-1,0,-1,7
89,0,0,-1,13
35,0,0,-1,4
81,-1,0,-1,7
72,0,0,-1,5
91,0,0,-1,10
48,0,0,-1,6
27,-1,0,-1,4
34,-1,0,-1,3
88,0,0,-1,15
33,-2,0,-1,0
46,-1,0,-1,5
65,-1,0,-1,3
92,1,0,-1,15
73,-1,0,-1,15
85,0,0,-1,3
60,0,0,-1,9
53,0,0,-1,1
46,-1,0,-1,6
54,-1,0,-1,2
71,0,0,-1,9
18,0,0,-1,4
71,-1,0,-1,9
58,-1,0,-1,2
67,0,0,-1,7
55,0,0,-1,9
49,-1,0,-1,7
46,-1,0,-1,3
53,0,0,-1,9
65,-1,0,-1,12
56,0,0,-1,6
54,-1,0,-1,6
46,0,0,-1,8
31,-1,0,-1,8
42,-1,0,-1,9
93,-1,0,-1,3
32,0,0,-1,2
112,0,0,-1,18
58,-1,0,-1,6
60,0,0,-1,5
41,0,0,-1,2
82,-1,1,-1,20
84,0,0,-1,8
62,-1,0,-1,5
94,0,0,-1,7
74,-1,0,-1,10
36,-1,0,-1,7
96,1,1,-1,24
57,-1,0,-1,3
71,0,0,-1,7
73,0,0,-1,10
65,0,0,-1,13
13,-1,0,-1,0
44,0,0,-1,9
41,-2,0,-1,5
18,-1,0,-1,0
96,0,0,-1,11
78,0,0,-1,6
73,0,0,-1,18
45,-1,0,-1,0
78,-1,0,-1,16
62,-1,0,-1,3
82,0,0,-1,13
44,-1,0,-1,7
6,-2,0,-1,0
93,0,0,-1,15
74,-2,0,-1,4
43,-1,0,-1,12
117,0,0,-1,15
44,-1,0,-1,4
60,-1,0,-1,2
95,0,0,-1,13
64,0,0,-1,5
15,-1,0,-1,0
76,-1,0,-1,10
92,0,0,-1,17
105,0,0,-1,10
104,0,0,-1,18
82,0,0,-1,17
59,-1,0,-1,0
79,1,0,-1,11
68,0,0,-1,10
53,0,0,-1,13
94,0,0,-1,10
130,-1,0,-1,10
7,-2,0,-1,0
17,-2,0,-1,0
101,0,0,-1,11
95,0,0,-1,14
71,1,0,-1,11
99,1,1,-1,24
24,-1,0,-1,4
95,1,0,-1,17
54,-1,0,-1,0
39,-1,0,-1,2
19,-2,0,-1,3
76,0,0,-1,14
16,0,0,-1,2
8,0,0,-1,4
87,-1,0,-1,13
72,-1,0,-1,8
67,0,0,-1,3
11,-1,0,-1,0
73,0,0,-1,9
62,-1,0,-1,6
85,-1,0,-1,12
67,-1,0,-1,6
82,-1,0,-1,15
42,0,0,-1,0
80,0,0,-1,6
46,0,0,-1,10
47,-2,0,-1,1
78,-1,0,-1,15
53,-2,0,-1,2
96,1,0,-1,17
66,-1,0,-1,5
51,0,0,-1,6
79,-1,0,-1,4
53,-1,0,-1,6
46,0,0,-1,4
29,-1,0,-1,0
94,-1,0,-1,12
66,0,0,-1,13
64,0,0,-1,4
64,-1,0,-1,8
55,0,0,-1,18
66,-1,0,-1,5
52,0,0,-1,0
98,1,1,-1,26
41,-1,0,-1,11
39,0,0,-1,5
29,-1,0,-1,0
19,-1,0,-1,3
94,0,1,-1,29
82,0,0,-1,12
59,-1,0,-1,0
13,-1,0,-1,2
74,0,0,-1,4
30,-1,0,-1,9
55,-1,0,-1,5
76,0,0,-1,12
76,-1,0,-1,3
37,0,0,-1,6
79,0,0,-1,14
59,0,0,-1,16
36,-1,0,-1,2
68,0,0,-1,13
77,0,0,-1,14
64,-1,0,-1,14
0,0,0,-1,0
90,0,0,-1,6
74,1,0,-1,18
56,0,0,-1,7
55,-1,0,-1,5
42,-1,0,-1,1
62,0,0,-1,16
