seconds,points,assists,rebounds,value
36,-2,0,-1,3
35,-2,0,-1,7
69,0,0,-1,5
43,-1,0,-1,1
50,-1,0,-1,11
56,0,0,-1,20
48,-1,0,-1,16
60,-1,0,-1,5
25,-1,0,-1,3
32,0,0,-1,12
28,-2,0,-1,2
8,-2,0,-1,0
77,-1,0,-1,3
36,-1,0,-1,6
60,-1,0,-1,10
66,-1,0,-1,8
8,-1,0,-1,0
8,-1,0,-1,0
56,0,0,-1,11
55,-1,0,-1,14
39,-1,0,-1,7
46,-2,0,-1,4
11,-1,0,-1,0
77,0,0,-1,8
58,0,0,-1,8
1,-1,0,-1,0
64,-1,0,-1,19
25,-2,0,-1,0
33,-1,0,-1,6
61,-1,0,-1,15
46,-1,0,-1,7
74,0,0,-1,9
42,-1,0,-1,13
37,-1,0,-1,6
30,0,0,-1,3
36,-1,0,-1,4
57,0,0,-1,8
58,0,0,-1,10
28,-1,0,-1,7
61,0,0,-1,11
70,0,0,-1,8
25,0,0,-1,2
10,-2,0,-1,2
35,-1,0,-1,2
70,-1,0,-1,7
42,-1,0,-1,7
74,0,0,-1,11
0,0,0,-1,0
0,0,0,-1,0
0,0,0,-1,0
57,0,0,-1,9
52,0,0,-1,22
70,0,0,-1,14
51,-1,0,-1,11
16,-1,0,-1,2
50,0,0,-1,14
64,-1,0,-1,13
61,0,0,-1,11
77,0,0,-1,13
68,0,0,-1,7
16,-1,0,-1,5
42,0,0,-1,5
31,-2,0,-1,0
29,-1,0,-1,7
46,-1,0,-1,0
45,0,0,-1,7
14,-1,0,-1,0
48,-1,0,-1,5
44,0,0,-1,11
56,-1,0,-1,13
26,0,0,-1,6
50,-1,0,-1,26
58,0,0,-1,12
46,-1,0,-1,11
43,-1,0,-1,9
43,0,0,-1,4
17,-2,0,-1,2
50,-1,0,-1,5
44,0,0,-1,10
31,-1,0,-1,8
25,0,0,-1,5
38,-1,0,-1,2
49,0,0,-1,4
37,-1,0,-1,7
56,1,0,-1,22
35,-2,0,-1,0
34,-1,0,-1,2
48,-1,0,-1,9
35,-1,0,-1,4
73,0,0,-1,8
36,0,0,-1,9
52,0,0,-1,23
58,0,0,-1,10
7,-1,0,-1,2
58,-1,0,-1,11
15,-1,0,-1,5
36,-1,0,-1,2
32,-1,0,-1,12
58,0,0,-1,8
10,0,0,-1,0
71,0,0,-1,10
47,0,0,-1,14
65,0,0,-1,17
48,-1,0,-1,7
18,0,0,-1,2
33,-1,0,-1,8
26,-2,0,-1,0
61,-1,0,-1,10
39,-1,0,-1,8
46,0,0,-1,7
26,-1,0,-1,2
60,-1,0,-1,17
60,-1,0,-1,6
45,0,0,-1,16
40,-1,0,-1,12
30,0,0,-1,6
70,-1,0,-1,9
46,-1,0,-1,8
18,-1,0,-1,4
69,0,0,-1,19
31,-1,0,-1,8
54,-1,0,-1,3
31,-2,0,-1,3
12,-1,0,-1,3
34,-1,0,-1,7
67,0,0,-1,15
43,0,0,-1,10
9,-1,0,-1,0
38,0,0,-1,7
34,0,0,-1,10
71,-1,0,-1,20
45,-1,0,-1,7
44,-1,0,-1,0
41,0,0,-1,10
53,0,0,-1,11
56,-1,0,-1,8
38,-1,0,-1,12
49,0,0,-1,14
53,0,0,-1,7
83,1,0,-1,25
32,0,0,-1,11
55,-2,0,-1,2
32,-1,0,-1,3
63,0,0,-1,15
29,-1,0,-1,2
40,-2,0,-1,5
54,0,0,-1,12
52,-1,0,-1,11
40,0,0,-1,0
34,-1,0,-1,6
28,-1,0,-1,3
43,-1,0,-1,12
37,-1,0,-1,7
58,0,0,-1,12
49,-1,0,-1,15
59,-1,0,-1,12
43,0,0,-1,5
43,-1,0,-1,8
51,-1,0,-1,11
21,-2,0,-1,1
61,0,0,-1,10
44,-1,0,-1,12
55,-1,0,-1,7
58,-1,0,-1,6
19,-2,0,-1,3
38,-1,0,-1,5
46,-1,0,-1,3
72,0,0,-1,19
41,-2,0,-1,0
16,-2,0,-1,0
45,-1,0,-1,14
16,-2,0,-1,0
39,-1,0,-1,1
55,-1,0,-1,16
46,-1,0,-1,4
40,-1,0,-1,16
58,-1,0,-1,14
23,-1,0,-1,0
30,-1,0,-1,7
47,0,0,-1,10
51,0,0,-1,3
35,-2,0,-1,2
8,-1,0,-1,2
53,0,0,-1,3
55,0,0,-1,10
36,0,0,-1,9
44,0,0,-1,7
23,-1,0,-1,6
41,1,0,-1,15
35,-1,0,-1,6
26,-1,0,-1,9
47,0,0,-1,7
50,0,0,-1,15
46,-1,0,-1,11
37,-1,0,-1,12
33,-1,0,-1,4
45,-1,0,-1,14
6,0,0,-1,3
45,-1,0,-1,12
4,-2,0,-1,0
69,0,0,-1,10
54,0,0,-1,8
15,-1,0,-1,5
59,-1,0,-1,10
23,-1,0,-1,5
23,-2,0,-1,5
55,-1,0,-1,19
32,-1,0,-1,4
56,0,0,-1,8
59,-1,0,-1,5
54,-1,0,-1,14
26,0,0,-1,2
51,-1,0,-1,21
22,-2,0,-1,2
31,0,0,-1,10
42,-1,0,-1,11
50,0,0,-1,7
38,-1,0,-1,5
60,-1,0,-1,12
58,-1,0,-1,11
67,1,0,-1,18
27,-1,0,-1,6
53,-1,0,-1,16
45,0,0,-1,15
49,-1,0,-1,5
45,-1,0,-1,3
20,-1,0,-1,3
26,0,0,-1,4
27,-1,0,-1,2
18,-2,0,-1,0
27,-1,0,-1,2
53,-1,0,-1,3
44,0,0,-1,6
69,-1,0,-1,14
65,1,0,-1,27
14,-1,0,-1,2
42,0,0,-1,10
42,-1,0,-1,8
34,-1,0,-1,3
45,0,0,-1,2
74,0,0,-1,15
59,-1,0,-1,6
53,0,0,-1,4
70,0,0,-1,14
71,0,0,-1,11
9,-1,0,-1,0
35,0,0,-1,0
36,-1,0,-1,13
29,-1,0,-1,9
58,-1,0,-1,20
52,0,0,-1,6
37,-1,0,-1,15
47,-1,0,-1,10
32,0,0,-1,4
43,-1,0,-1,12
52,-1,0,-1,7
9,0,0,-1,2
46,0,0,-1,4
11,-2,0,-1,0
30,-1,0,-1,11
57,1,0,-1,20
13,-1,0,-1,4
60,0,0,-1,11
31,-1,0,-1,3
39,-1,0,-1,16
47,0,0,-1,8
19,0,0,-1,8
25,-2,0,-1,0
34,-1,0,-1,3
25,-1,0,-1,8
24,-1,0,-1,3
44,-1,0,-1,11
17,-1,0,-1,0
84,0,0,-1,1
44,0,0,-1,4
79,-1,0,-1,14
15,-2,0,-1,0
53,-1,0,-1,15
70,-1,0,-1,17
6,-1,0,-1,0
21,-2,0,-1,2
81,0,0,-1,21
34,-1,0,-1,11
53,-1,0,-1,8
87,0,1,-1,29
43,0,0,-1,0
18,-1,0,-1,1
55,-1,0,-1,10
17,-1,0,-1,2
9,-1,0,-1,2
77,-1,0,-1,6
50,-1,0,-1,11
26,-1,0,-1,6
46,-1,0,-1,12
52,-2,0,-1,3
21,-1,0,-1,6
45,0,0,-1,23
56,0,0,-1,11
42,-1,0,-1,0
17,-2,0,-1,0
49,0,0,-1,6
69,0,0,-1,13
12,0,0,-1,6
9,-1,0,-1,0
33,-2,0,-1,4
43,0,0,-1,19
60,-1,0,-1,5
50,0,0,-1,12
51,-1,0,-1,4
25,-1,0,-1,6
52,-1,0,-1,12
50,-1,0,-1,17
49,0,0,-1,13
7,-2,0,-1,0
60,-1,0,-1,9
47,0,0,-1,0
11,0,0,-1,2
32,-1,0,-1,9
47,0,0,-1,5
59,0,0,-1,5
52,-2,0,-1,3
50,-1,0,-1,22
61,-1,0,-1,17
28,0,0,-1,6
30,-1,0,-1,5
46,0,0,-1,15
48,0,0,-1,19
47,-1,0,-1,5
39,-1,0,-1,7
43,-1,0,-1,6
36,0,0,-1,4
39,0,0,-1,0
63,-1,0,-1,11
54,-1,0,-1,22
60,0,0,-1,8
45,0,0,-1,8
65,0,0,-1,4
51,0,0,-1,10
0,-1,0,-1,0
17,-1,0,-1,0
46,-1,0,-1,13
38,-1,0,-1,8
0,-2,0,-1,0
41,-2,0,-1,0
35,-1,0,-1,2
49,-2,0,-1,2
26,-1,0,-1,7
34,-1,0,-1,0
22,-1,0,-1,3
62,-2,0,-1,4
37,-1,0,-1,2
58,0,0,-1,12
50,-1,0,-1,3
48,0,0,-1,10
54,-1,0,-1,10
50,-1,0,-1,8
49,0,0,-1,3
32,-1,0,-1,6
62,-1,0,-1,13
37,0,0,-1,15
20,-1,0,-1,2
51,-1,0,-1,21
65,0,0,-1,3
26,-1,0,-1,4
50,-1,0,-1,7
55,-1,0,-1,18
28,-2,0,-1,0
59,0,0,-1,16
36,0,0,-1,13
54,0,0,-1,8
68,0,0,-1,10
47,-2,0,-1,0
35,-1,0,-1,11
38,0,0,-1,2
50,0,0,-1,12
13,-2,0,-1,3
37,-1,0,-1,5
45,0,0,-1,21
54,-1,0,-1,7
30,0,0,-1,4
3,0,0,-1,3
70,0,0,-1,16
11,-2,0,-1,2
30,0,0,-1,6
53,-1,0,-1,2
26,-2,0,-1,5
17,-1,0,-1,2
41,0,0,-1,10
51,0,0,-1,15
4,0,0,-1,0
49,0,0,-1,11
24,0,0,-1,2
26,0,0,-1,4
34,-2,0,-1,2
56,0,0,-1,13
39,-1,0,-1,11
46,0,0,-1,8
35,-1,0,-1,4
45,0,0,-1,6
17,-1,0,-1,3
39,0,0,-1,7
35,-1,0,-1,10
48,0,0,-1,9
32,-1,0,-1,11
34,-1,0,-1,6
8,0,0,-1,0
29,-1,0,-1,8
49,0,0,-1,7
25,-1,0,-1,2
56,-1,0,-1,5
45,0,0,-1,6
53,-1,0,-1,5
61,0,0,-1,20
34,-1,0,-1,2
22,-2,0,-1,3
29,0,0,-1,5
13,-2,0,-1,0
45,-1,0,-1,6
36,0,0,-1,3
14,-2,0,-1,0
61,0,0,-1,14
51,-1,0,-1,13
75,1,0,-1,19
67,0,0,-1,18
50,0,0,-1,2
10,-2,0,-1,0
30,0,0,-1,7
46,-1,0,-1,4
7,-2,0,-1,0
11,-1,0,-1,6
40,-1,0,-1,10
50,-1,0,-1,25
44,0,0,-1,5
53,-1,0,-1,10
10,-1,0,-1,6
46,0,0,-1,7
56,-1,0,-1,11
43,0,0,-1,10
21,-1,0,-1,8
56,-1,0,-1,9
12,-1,0,-1,0
39,-1,0,-1,2
36,-1,0,-1,4
14,-2,0,-1,0
58,0,0,-1,15
39,-1,0,-1,8
5,0,0,-1,2
49,0,0,-1,18
47,0,0,-1,11
67,0,0,-1,11
7,-1,0,-1,0
30,-1,0,-1,8
34,-1,0,-1,8
48,-1,0,-1,8
22,0,0,-1,2
56,-1,0,-1,6
33,0,0,-1,4
10,-1,0,-1,0
26,-2,0,-1,0
50,0,0,-1,8
29,-1,0,-1,5
7,-1,0,-1,2
41,-2,0,-1,3
46,0,0,-1,11
27,-1,0,-1,1
55,-1,0,-1,2
16,-1,0,-1,4
27,-1,0,-1,2
33,-1,0,-1,5
48,-1,0,-1,8
11,0,0,-1,1
22,-2,0,-1,2
63,0,0,-1,10
54,-1,0,-1,19
48,0,0,-1,13
35,0,0,-1,12
10,-1,0,-1,3
40,-1,0,-1,7
31,0,0,-1,6
35,-1,0,-1,6
39,0,0,-1,9
46,-1,0,-1,9
47,0,0,-1,22
39,-1,0,-1,13
26,0,0,-1,4
19,-1,0,-1,2
35,0,0,-1,10
25,-1,0,-1,3
20,-1,0,-1,8
40,0,0,-1,9
57,0,0,-1,13
56,-1,0,-1,17
41,-1,0,-1,1
52,-1,0,-1,10
29,0,0,-1,4
24,0,0,-1,2
62,-1,0,-1,8
22,-1,0,-1,9
37,-1,0,-1,5
46,-1,0,-1,4
47,0,0,-1,2
36,0,0,-1,6
60,0,0,-1,9
40,0,0,-1,4
20,0,0,-1,4
28,-1,0,-1,7
36,0,0,-1,13
30,-1,0,-1,7
38,-1,0,0,13
50,0,0,0,8
70,-1,0,0,14
42,-1,0,0,3
31,-1,0,0,7
35,-1,0,0,4
63,-2,0,0,5
45,0,0,0,13
31,-1,0,0,6
51,-1,0,-1,6
41,-1,0,-1,6
13,-1,0,-1,2
44,0,0,-1,8
29,-1,0,-1,5
50,-1,0,-1,7
58,0,0,-1,10
13,-2,0,-1,0
38,-1,0,-1,9
68,1,0,-1,24
36,-1,0,-1,19
39,-1,0,-1,0
74,0,0,-1,23
12,0,0,-1,2
32,-1,0,-1,0
53,-1,0,-1,17
33,-1,0,-1,3
7,-1,0,-1,0
38,-1,0,-1,6
47,-1,0,-1,11
32,-1,0,-1,10
65,-1,0,-1,16
49,0,0,-1,17
42,0,0,-1,13
79,0,0,-1,10
63,0,0,-1,13
38,-1,0,-1,5
39,-1,0,-1,7
31,0,0,-1,2
44,-1,0,-1,11
56,0,0,-1,9
34,-1,0,-1,11
38,-1,0,-1,7
47,0,0,-1,13
28,0,0,-1,10
31,-1,0,-1,4
30,-1,0,-1,2
13,-1,0,-1,2
43,-1,0,-1,8
36,-1,0,-1,7
46,-1,0,-1,4
65,0,0,-1,18
19,0,0,-1,7
35,-1,0,-1,2
4,-2,0,-1,0
44,0,0,-1,10
59,0,0,-1,20
58,-1,0,-1,10
53,-1,0,-1,10
22,-2,0,-1,0
38,-1,0,-1,1
44,-1,0,-1,17
43,0,0,-1,3
59,-1,0,-1,21
19,-1,0,-1,5
24,0,0,-1,2
51,-1,0,-1,10
53,0,0,-1,5
17,-1,0,-1,0
54,-1,0,-1,7
41,-1,0,-1,8
52,-1,0,-1,13
23,-1,0,-1,3
58,0,0,-1,7
39,0,0,-1,5
49,0,0,-1,11
29,-2,0,-1,2
15,-1,0,-1,1
36,0,0,-1,6
55,0,0,-1,12
8,-1,0,-1,0
45,-1,0,-1,12
48,0,0,-1,9
38,-1,0,-1,14
39,-2,0,-1,8
36,0,0,-1,16
40,0,0,-1,14
49,-1,0,-1,10
18,-2,0,-1,0
31,0,0,-1,8
45,0,0,-1,0
13,-2,0,-1,0
24,-2,0,-1,4
62,0,0,-1,4
39,0,0,-1,4
58,-1,0,-1,17
23,-1,0,-1,5
42,-1,0,-1,9
50,-1,0,-1,3
26,-2,0,-1,2
19,-2,0,-1,2
61,0,0,-1,16
21,-2,0,-1,0
40,0,0,-1,10
30,0,0,-1,4
39,-1,0,-1,13
41,-1,0,-1,3
32,0,0,-1,11
40,-1,0,-1,6
22,0,0,-1,4
17,-1,0,-1,10
45,0,0,-1,7
42,-1,0,-1,6
36,0,0,-1,4
22,-1,0,-1,4
51,0,0,-1,10
59,-1,0,-1,5
48,0,0,-1,14
33,-1,0,-1,5
42,-2,0,-1,0
54,0,0,-1,6
30,-2,0,-1,5
36,-2,0,-1,0
29,-2,0,-1,3
26,-2,0,-1,2
71,0,0,-1,10
27,0,0,-1,0
70,-1,0,-1,18
18,-1,0,-1,2
61,-1,0,-1,6
63,-1,0,-1,14
16,-1,0,-1,6
18,-2,0,-1,0
68,0,0,-1,19
48,-1,0,-1,3
42,-2,0,-1,9
40,0,0,-1,4
45,-2,0,-1,8
23,-1,0,-1,2
36,0,0,-1,6
61,-1,0,-1,13
53,0,0,-1,10
31,-1,0,-1,9
59,-1,0,-1,12
42,-1,0,-1,11
45,-1,0,-1,10
34,-1,0,-1,19
37,0,0,-1,6
13,-1,0,-1,2
47,0,0,-1,5
36,-1,0,-1,0
23,-1,0,-1,7
48,0,0,-1,8
53,0,0,-1,18
11,-1,0,-1,4
35,-1,0,-1,3
47,0,0,-1,16
23,-2,0,-1,0
35,-1,0,-1,3
50,0,0,-1,8
42,0,0,-1,10
48,-1,0,-1,12
32,-1,0,-1,3
48,-1,0,-1,7
30,-1,0,-1,14
47,-1,0,-1,10
58,0,0,-1,11
8,0,0,-1,2
21,-1,0,-1,3
18,-1,0,-1,0
61,0,0,-1,10
43,-1,0,-1,0
61,-1,0,-1,21
39,-1,0,-1,9
35,-1,0,-1,2
15,-2,0,-1,2
39,-1,0,-1,4
65,0,0,-1,13
41,0,0,-1,2
34,-2,0,-1,0
35,-1,0,-1,5
36,-1,0,-1,4
41,-1,0,-1,12
42,-2,0,-1,4
43,-2,0,-1,7
50,-1,0,-1,13
54,0,0,-1,13
45,0,0,-1,4
70,0,0,-1,15
50,0,0,-1,9
32,-1,0,-1,8
30,-1,0,-1,4
26,0,0,-1,8
37,0,0,-1,3
56,-1,0,-1,15
24,0,0,-1,2
31,-1,0,-1,6
49,-1,0,-1,18
54,-1,0,-1,13
53,-1,0,-1,12
30,-1,0,-1,1
44,0,0,-1,10
18,-1,0,-1,0
34,-1,0,-1,8
42,-1,0,-1,5
49,-1,0,-1,4
6,-1,0,-1,2
46,0,0,-1,13
34,-1,0,-1,10
40,-1,0,-1,2
51,0,0,-1,10
30,-1,0,-1,17
6,-1,0,-1,3
39,-1,0,-1,16
46,0,0,-1,7
40,-1,0,-1,6
29,-1,0,-1,3
40,0,0,-1,4
45,0,0,-1,17
48,-1,0,-1,7
39,-1,0,-1,13
35,-1,0,-1,0
43,0,0,-1,9
33,0,0,-1,6
38,-1,0,-1,0
30,-1,0,-1,0
24,-2,0,-1,0
38,-1,0,-1,4
37,0,0,-1,13
54,0,0,-1,6
57,1,0,-1,28
27,0,0,-1,4
37,0,0,-1,13
28,-1,0,-1,4
24,0,0,-1,9
32,-1,0,-1,5
44,-1,0,-1,7
34,-1,0,-1,4
28,-2,0,-1,2
28,-1,0,-1,8
11,-2,0,-1,0
60,-1,0,-1,19
0,0,0,-1,0
36,-1,0,-1,7
41,0,0,-1,10
58,-1,0,-1,16
50,0,0,-1,17
53,0,0,-1,13
8,-1,0,-1,0
43,0,0,-1,12
49,-1,0,-1,16
37,0,0,-1,6
17,-1,0,-1,2
48,0,0,-1,8
38,-2,0,-1,0
14,-1,0,-1,0
8,-1,0,-1,2
21,-1,0,-1,7
54,0,0,-1,10
10,-1,0,-1,0
44,-1,0,-1,3
52,-1,0,-1,13
49,-1,0,-1,13
1,-1,0,-1,0
61,0,0,-1,8
56,-1,0,-1,4
39,0,0,-1,8
54,0,0,-1,13
11,-2,0,-1,0
11,-2,0,-1,0
30,-1,0,-1,6
38,-1,0,-1,4
48,0,0,-1,12
36,-1,0,-1,11
59,0,0,-1,15
9,-1,0,-1,3
22,-1,0,-1,5
37,0,0,-1,6
26,-1,0,-1,8
12,-2,0,-1,0
30,-1,0,-1,6
42,-1,0,-1,0
28,-1,0,-1,8
39,0,0,-1,9
35,-1,0,-1,0
38,-1,0,-1,2
39,0,0,-1,8
43,-1,0,-1,9
32,0,0,-1,18
3,-1,0,-1,1
34,-1,0,-1,14
53,0,0,-1,8
19,-1,0,-1,3
26,0,0,-1,5
10,-2,0,-1,0
68,0,0,-1,19
58,-1,0,-1,16
85,0,0,-1,15
74,-1,0,-1,15
40,0,0,-1,6
9,-2,0,-1,0
31,0,0,-1,7
57,-1,0,-1,17
6,-2,0,-1,0
59,-1,0,-1,11
67,0,0,-1,7
20,-1,0,-1,4
36,-1,0,-1,8
33,0,0,-1,20
57,0,0,-1,15
39,-1,0,-1,8
17,-2,0,-1,2
45,0,0,-1,9
52,0,0,-1,6
14,-1,0,-1,2
24,-1,0,-1,4
52,-1,0,-1,12
51,0,0,-1,5
42,-1,0,-1,14
52,0,0,-1,24
19,-1,0,-1,3
23,0,0,-1,3
29,-1,0,-1,0
2,-2,0,-1,0
32,-1,0,-1,3
50,-1,0,-1,10
25,-1,0,-1,5
22,-1,0,-1,8
54,-1,0,-1,13
34,0,0,-1,0
60,0,0,-1,10
66,0,0,-1,12
43,0,0,-1,4
11,-1,0,-1,2
15,-2,0,-1,3
26,0,0,-1,5
21,-1,0,-1,4
27,-1,0,-1,3
29,-1,0,-1,3
19,-1,0,-1,4
37,-1,0,-1,7
43,0,0,-1,12
48,-1,0,-1,18
40,0,0,-1,14
48,-1,0,-1,11
47,0,0,-1,4
17,-1,0,-1,4
21,0,0,-1,4
42,-1,0,-1,12
51,-1,0,-1,6
30,-1,0,-1,6
32,0,0,-1,10
45,-1,0,-1,16
28,-2,0,-1,4
44,0,0,-1,10
32,-1,0,-1,9
30,-1,0,-1,4
43,0,0,-1,6
15,-2,0,-1,0
38,-1,0,-1,6
44,-1,0,-1,10
25,-1,0,-1,3
55,0,0,-1,20
60,-1,0,-1,11
3,-1,0,-1,0
32,0,0,-1,8
30,0,0,-1,16
39,0,0,-1,4
34,-1,0,-1,8
45,-2,0,-1,3
41,0,0,-1,18
44,0,0,-1,8
57,0,0,-1,7
48,0,0,-1,8
17,-1,0,-1,2
39,-1,0,-1,10
14,-1,0,-1,6
41,0,0,-1,9
33,0,0,-1,5
55,-1,0,-1,18
51,-1,0,-1,7
25,-1,0,-1,6
30,-1,0,-1,2
51,-1,0,-1,15
0,0,0,-1,0
47,-1,0,-1,9
46,0,0,-1,13
39,-2,0,-1,0
32,0,0,-1,12
48,-1,0,-1,4
62,0,0,-1,20
19,-1,0,-1,2
24,-1,0,-1,5
11,-1,0,-1,1
41,0,0,-1,10
51,-1,0,-1,12
53,-1,0,-1,8
44,-1,0,-1,15
25,-2,0,-1,0
27,-2,0,-1,0
20,-1,0,-1,7
17,-1,0,-1,0
39,0,0,-1,10
57,-1,0,-1,22
59,-1,0,-1,11
0,-1,0,-1,0
41,-1,0,-1,6
36,0,0,-1,12
37,0,0,-1,6
47,-2,0,-1,1
30,-1,0,-1,9
51,-1,0,-1,16
48,0,0,-1,6
11,-1,0,-1,0
57,0,0,-1,15
39,-1,0,-1,6
7,-1,0,-1,0
28,-1,0,-1,12
34,0,0,-1,4
64,0,0,-1,15
10,-2,0,-1,0
42,-1,0,-1,14
10,-2,0,-1,0
37,0,0,-1,6
34,-1,0,-1,18
30,-1,0,-1,9
49,-1,0,-1,14
34,-1,0,-1,6
41,-1,0,-1,18
35,0,0,-1,10
33,-1,0,-1,2
31,-1,0,-1,2
27,-1,0,-1,5
47,0,0,-1,2
51,0,0,-1,8
10,-1,0,-1,2
65,-1,0,-1,10
11,-2,0,-1,0
13,-2,0,-1,0
47,-1,0,-1,18
19,-1,0,-1,5
30,-1,0,-1,5
58,0,0,-1,13
17,-2,0,-1,3
45,-1,0,-1,0
12,-1,0,-1,0
66,0,0,-1,21
24,0,0,-1,4
18,-2,0,-1,0
51,-1,0,-1,21
36,-1,0,-1,0
3,-2,0,-1,0
40,-1,0,-1,8
48,-1,0,-1,11
18,-1,0,-1,5
31,-1,0,-1,5
59,0,0,-1,8
30,-1,0,-1,2
31,-1,0,-1,14
45,0,0,-1,11
45,0,0,-1,7
29,-1,0,-1,0
25,-1,0,-1,2
38,0,0,-1,18
39,0,0,-1,5
7,-1,0,-1,5
34,-1,0,-1,6
48,-1,0,-1,15
42,0,0,-1,9
41,-1,0,-1,12
30,-1,0,-1,9
32,0,0,-1,7
42,-1,0,-1,5
37,0,0,-1,3
28,-2,0,-1,0
44,-1,0,-1,8
24,-1,0,-1,5
35,0,0,-1,12
31,-2,0,-1,0
16,-2,0,-1,0
43,0,0,-1,8
38,0,0,-1,20
45,-1,0,-1,11
51,-1,0,-1,7
21,-2,0,-1,8
42,-1,0,-1,3
31,-1,0,-1,7
39,0,0,-1,7
31,0,0,-1,9
58,-1,0,-1,11
32,-1,0,-1,9
44,0,0,-1,13
19,-2,0,-1,2
22,-1,0,-1,0
33,-1,0,-1,10
7,-2,0,-1,0
3,-1,0,-1,0
36,-1,0,-1,5
53,0,0,-1,14
7,-2,0,-1,0
24,-1,0,-1,0
65,-1,0,-1,10
53,0,0,-1,11
53,-1,0,-1,17
64,0,0,-1,2
9,-2,0,-1,0
30,0,0,-1,10
44,-1,0,-1,14
27,-1,0,-1,9
3,-2,0,-1,0
41,-1,0,-1,10
2,0,0,-1,0
33,0,0,-1,5
3,-1,0,-1,4
32,-1,0,-1,11
34,-1,0,-1,10
34,-1,0,-1,8
36,0,0,-1,7
32,-1,0,-1,7
45,0,0,-1,18
31,-1,0,-1,9
40,-1,0,-1,10
23,-1,0,-1,3
34,-1,0,-1,2
11,-2,0,-1,0
60,0,0,-1,24
22,0,0,-1,2
28,-1,0,-1,3
38,-1,0,-1,10
33,-1,0,-1,8
15,-1,0,-1,6
27,-1,0,-1,0
42,-2,0,-1,2
32,-1,0,-1,14
31,-1,0,-1,5
55,0,0,-1,15
21,-1,0,-1,6
36,-1,0,-1,10
42,0,0,-1,8
36,0,0,-1,16
27,-1,0,-1,5
17,-1,0,-1,0
36,0,0,-1,6
45,0,0,-1,5
15,-2,0,-1,1
37,-1,0,-1,2
35,-1,0,-1,5
41,-1,0,-1,6
52,-1,0,-1,8
38,-1,0,-1,9
23,-1,0,-1,3
29,-2,0,-1,2
53,-1,0,-1,8
50,0,0,-1,11
9,-1,0,-1,0
4,-2,0,-1,0
0,-1,0,-1,0
57,0,0,-1,7
47,0,0,-1,10
23,-1,0,-1,2
62,-1,0,-1,13
11,-1,0,-1,0
65,-2,0,-1,7
7,-2,0,-1,0
28,-1,0,-1,6
60,0,0,-1,22
41,-1,0,-1,6
9,-2,0,-1,0
33,-1,0,-1,6
43,0,0,-1,6
44,-1,0,-1,9
40,-1,0,-1,7
30,-1,0,-1,4
44,0,0,-1,20
30,-1,0,-1,2
52,-1,0,-1,9
19,-1,0,-1,6
53,-1,0,-1,17
38,-1,0,-1,11
49,0,0,-1,8
26,-1,0,-1,0
58,0,0,-1,19
27,-1,0,-1,2
11,-2,0,-1,0
36,0,0,-1,6
49,0,0,-1,16
50,-1,0,-1,4
42,-1,0,-1,7
5,-2,0,-1,0
16,-1,0,-1,2
8,-1,0,-1,0
56,-1,0,-1,8
18,0,0,-1,4
49,-1,0,-1,8
25,0,0,-1,6
43,-1,0,-1,7
51,0,0,-1,21
46,-1,0,-1,10
49,0,0,-1,16
6,-1,0,-1,0
12,-1,0,-1,1
14,-1,0,-1,3
48,0,0,-1,6
45,-1,0,-1,9
54,-1,0,-1,21
52,-1,0,-1,10
38,-1,0,-1,5
20,-1,0,-1,4
51,-1,0,-1,13
31,-1,0,-1,5
45,-1,0,-1,10
21,-1,0,-1,3
58,0,0,-1,15
44,-1,0,-1,3
40,0,0,-1,13
34,0,0,-1,8
22,-1,0,-1,1
26,-1,0,-1,8
48,0,0,-1,12
41,0,0,-1,4
56,0,0,-1,13
41,0,0,-1,8
23,-1,0,-1,7
31,-1,0,-1,7
61,0,0,-1,26
39,0,0,-1,9
46,-1,0,-1,8
50,0,0,-1,26
30,-1,0,-1,5
33,-1,0,-1,6
43,-1,0,-1,4
40,-1,0,-1,15
9,-1,0,-1,2
30,-1,0,-1,5
22,-1,0,-1,2
35,0,0,-1,4
23,-1,0,-1,4
35,-1,0,-1,3
48,-1,0,-1,6
22,-1,0,-1,5
32,-1,0,-1,3
32,-1,0,-1,6
38,-1,0,-1,8
1,-1,0,-1,1
36,-1,0,-1,5
36,-1,0,-1,10
17,-1,0,-1,2
22,-1,0,-1,8
44,0,0,-1,8
29,-1,0,-1,4
50,-2,0,-1,2
30,0,0,-1,2
50,-1,0,-1,14
36,0,0,-1,16
23,-1,0,-1,10
36,0,0,-1,14
27,-1,0,-1,2
7,-1,0,-1,2
29,-1,0,-1,0
46,-1,0,-1,8
45,-1,0,-1,3
12,-1,0,-1,0
43,-1,0,-1,7
44,0,0,-1,5
43,0,0,-1,3
25,0,0,-1,4
34,0,0,-1,11
27,-1,0,-1,9
24,-1,0,-1,4
31,0,0,-1,9
36,-1,0,-1,6
36,0,0,-1,9
35,0,0,-1,9
27,-1,0,-1,8
22,-1,0,-1,6
37,0,0,-1,6
32,-1,0,-1,6
49,-1,0,-1,12
46,-1,0,-1,9
23,-1,0,-1,1
14,-1,0,-1,2
41,0,0,-1,6
26,0,0,-1,6
21,-1,0,-1,7
53,0,0,-1,18
31,-1,0,-1,4
11,-1,0,-1,3
45,0,0,-1,10
46,0,0,-1,9
33,-1,0,-1,8
39,-1,0,-1,2
12,-2,0,-1,0
17,-1,0,-1,2
29,-1,0,-1,4
